Unnamed: 0,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Zip Code,Latitude,Longitude,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Value,Churn Score,CLTV,LoyaltyID,Partner,Tenure,Monthly Charges,Churn,Country_United States,State_California,Quarter_Q3,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Customer Status_Churned,Customer Status_Joined,Customer Status_Stayed,Churn Category_Attitude,Churn Category_Competitor,Churn Category_Dissatisfaction,Churn Category_Other,Churn Category_Price,Churn Reason_Attitude of service provider,Churn Reason_Attitude of support person,Churn Reason_Competitor had better devices,Churn Reason_Competitor made better offer,Churn Reason_Competitor offered higher download speeds,Churn Reason_Competitor offered more data,Churn Reason_Deceased,Churn Reason_Don't know,Churn Reason_Extra data charges,Churn Reason_Lack of affordable download/upload speed,Churn Reason_Lack of self-service on Website,Churn Reason_Limited range of services,Churn Reason_Long distance charges,Churn Reason_Moved,Churn Reason_Network reliability,Churn Reason_Poor expertise of online support,Churn Reason_Poor expertise of phone support,Churn Reason_Price too high,Churn Reason_Product dissatisfaction,Churn Reason_Service dissatisfaction,Device Protection_No,Device Protection_No internet service,Device Protection_Yes,Tech Support_No,Tech Support_No internet service,Tech Support_Yes,Lat,Long,SeniorCitizen_Dependents,Tenure_Age_Ratio,AvgMonthlyGB_StreamServices,MonthlyCharge_TotalCharges_Ratio,AvgMonthlyGB_Tenure,Total_Services_Used,Streaming_Services_Count,Internet_Phone_Bundle,Tenure_in_Years,Digital_Payments,Traditional_Payments,Monthly_Charges_Scaled,Revenue_Cluster_Low,Revenue_Cluster_Medium,Revenue_Cluster_High,Refund_to_Charges_Ratio,Extra_Data_Usage_Cost_Proportion,Lifetime_Value_per_Month,Monthly_Charges_18.25-35.5,Monthly_Charges_35.51-70.35,Monthly_Charges_70.36-89.85,Monthly_Charges_89.86-118.75,Lifetime_Value_43-85.918,Lifetime_Value_85.919-137.263,Lifetime_Value_137.264-460.95,Lifetime_Value_460.951-5996
74,1,0,73,0,1,1,0,0,863,95135,37.28682,-121.723877,1,5,11,1,17.25,1,1,27,0,0,1,1,1,1,0,1,1,104.05,1133.65,0.0,0,189.75,1323.4,3,1,82,4553,258278,1,11,104.05,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,37.28682,-121.723877,0,0.1506849315068493,54,0.0917831782296123,297,7,2,1,0.9166666666666666,1,0,1248,0,1,0,0.0,0.0,413,0,0,0,1,0,0,1,0
2472,1,1,51,0,0,1,0,0,548,90802,33.752524,-118.210737,1,1,51,0,0.0,0,1,2,1,1,1,0,1,1,1,1,0,59.3,3014.65,0.0,0,0.0,3014.65,1,1,95,5633,364895,1,51,59.3,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,33.752524,-118.210737,0,1.0,6,0.0196706085283532,102,6,3,0,4.25,1,0,711,0,1,0,0.0,0.0,110,0,1,0,0,0,1,0,0
4738,1,0,32,0,0,1,1,2,1002,90503,33.840399,-118.353714,1,1,29,1,33.62,0,1,13,0,0,0,0,1,1,1,1,1,87.8,2621.75,0.0,0,974.98,3596.73,4,0,25,4780,814623,1,29,87.8,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,33.840399,-118.353714,0,0.90625,39,0.033489081720225,377,6,3,1,2.4166666666666665,1,0,1053,0,1,0,0.0,0.0,164,0,0,1,0,0,0,1,0
4427,1,1,44,0,0,1,0,0,692,95465,38.415003,-122.998726,1,6,53,1,32.94,1,1,17,0,1,0,1,0,1,1,1,0,97.75,5043.2,0.0,0,1745.82,6789.0199999999995,3,0,41,4488,327019,1,53,97.75,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,38.415003,-122.998726,0,1.2045454545454546,34,0.0193825348984771,901,5,2,1,4.416666666666667,1,0,1173,0,0,1,0.0,0.0,84,0,0,0,1,1,0,0,0
2473,1,1,44,0,0,0,1,2,548,90805,33.864622,-118.179626,0,0,4,1,9.77,0,1,16,1,0,0,0,0,0,0,0,1,49.4,184.4,0.0,10,39.08,233.48,1,1,84,4455,548527,0,4,49.4,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,33.864622,-118.179626,0,0.0909090909090909,0,0.2678958785249457,64,3,0,1,0.3333333333333333,1,0,592,1,0,0,0.0,0.054229934924078,1113,0,1,0,0,0,0,0,1
3720,1,1,35,0,0,1,1,2,856,91340,34.286131,-118.435969,1,4,46,1,14.91,0,0,0,0,0,0,0,0,0,0,0,1,20.1,936.85,0.0,0,685.86,1622.71,5,0,24,3392,174718,1,46,20.1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,34.286131,-118.435969,0,1.3142857142857145,0,0.0214548753802636,0,2,0,0,3.8333333333333335,0,1,241,0,1,0,0.0,0.0,73,1,0,0,0,1,0,0,0
4877,1,0,41,0,0,1,0,0,694,92054,33.351059,-117.420557,1,8,72,1,8.98,1,0,0,0,0,0,0,0,0,0,0,0,24.55,1750.7,0.0,0,646.5600000000001,2397.26,4,0,52,4169,448136,1,72,24.55,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,33.351059,-117.420557,0,1.7560975609756098,0,0.0140229622436739,0,1,0,0,6.0,1,0,294,0,1,0,0.0,0.0,57,1,0,0,0,1,0,0,0
6935,1,0,20,1,0,1,0,0,631,91754,34.050322,-118.147037,1,7,63,1,34.51,0,1,46,1,0,1,0,0,0,1,1,1,81.15,5224.5,0.0,0,2174.1299999999997,7398.629999999999,4,0,60,5294,277209,1,63,81.15,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,34.050322,-118.147037,0,3.15,46,0.0155325868504163,2898,6,1,1,5.25,1,0,973,0,0,1,0.0,0.0,84,0,0,1,0,1,0,0,0
1088,1,0,74,0,1,0,0,0,840,95817,38.550722,-121.457314,0,0,60,1,48.92,1,1,11,1,0,0,0,1,1,0,1,1,101.4,6176.6,0.0,0,2935.2000000000003,9111.8,4,0,66,4483,335983,0,60,101.4,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,38.550722,-121.457314,0,0.8108108108108109,22,0.0164167988861185,660,6,2,1,5.0,1,0,1216,0,0,1,0.0,0.0,74,0,0,0,1,1,0,0,0
1164,1,0,62,0,0,1,1,2,1072,90606,33.976678,-118.065875,1,1,10,1,24.48,1,1,30,1,0,0,0,1,1,1,1,1,100.25,1064.65,0.0,0,244.8,1309.45,2,1,87,5998,194722,1,10,100.25,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,33.976678,-118.065875,0,0.1612903225806451,90,0.0941624007889916,300,7,3,1,0.8333333333333334,1,0,1203,0,1,0,0.0,0.0,599,0,0,0,1,0,0,0,1
1905,1,1,57,0,0,0,0,0,496,92694,33.569186,-117.640055,0,0,3,1,21.86,1,1,6,0,0,1,0,1,1,1,1,1,101.55,298.35,0.0,0,65.58,363.93,3,1,73,4480,199494,0,3,101.55,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,33.569186,-117.640055,0,0.0526315789473684,18,0.3403720462543991,18,7,3,1,0.25,1,0,1218,1,0,0,0.0,0.0,1493,0,0,0,1,0,0,0,1
1249,1,1,31,0,0,0,0,0,664,92661,33.601309,-117.902304,0,0,32,1,1.49,1,1,21,0,1,0,0,0,0,0,1,1,80.35,2596.15,0.0,0,47.68,2643.83,1,1,92,5974,906004,0,32,80.35,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,33.601309,-117.902304,0,1.032258064516129,0,0.0309496754810007,672,3,0,1,2.6666666666666665,1,0,964,0,1,0,0.0,0.0,186,0,0,1,0,0,0,1,0
3440,1,1,27,1,0,0,0,0,976,95685,38.432145,-120.77069,0,0,35,1,45.62,1,1,59,0,0,1,1,1,0,0,1,0,95.5,3418.2,0.0,0,1596.6999999999998,5014.9,3,0,27,3715,711049,0,35,95.5,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,38.432145,-120.77069,0,1.2962962962962965,59,0.0279386811772277,2065,5,1,1,2.9166666666666665,1,0,1146,0,1,0,0.0,0.0,106,0,0,0,1,0,1,0,0
932,1,1,72,0,1,1,0,0,557,96055,40.059385,-122.091481,1,4,72,1,16.92,1,1,19,0,1,1,1,1,1,1,0,1,111.65,8022.85,0.0,110,1218.2400000000002,9351.09,4,0,36,4406,379752,1,72,111.65,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.059385,-122.091481,0,1.0,57,0.0139165009940357,1368,7,3,1,6.0,1,0,1339,0,0,1,0.0,0.0137108384177692,61,0,0,0,1,1,0,0,0
6972,1,1,20,1,0,1,1,1,285,92020,32.79697,-116.969082,1,1,48,1,38.3,0,1,85,0,1,1,0,0,0,1,1,1,55.8,2651.2,0.0,0,1838.4,4489.599999999999,4,0,27,3446,724601,1,48,55.8,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,32.79697,-116.969082,0,2.4,85,0.0210470730235365,4080,5,1,1,4.0,1,0,669,0,1,0,0.0,0.0,71,0,1,0,0,1,0,0,0
200,1,0,78,0,1,1,0,0,840,95835,38.685069,-121.543709,0,0,32,1,48.95,1,1,9,0,0,0,0,1,0,0,1,1,85.95,2628.6,0.0,0,1566.4,4195.0,3,1,74,2431,361234,1,32,85.95,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,38.685069,-121.543709,0,0.4102564102564102,9,0.03269801415202,288,4,1,1,2.6666666666666665,1,0,1031,0,1,0,0.0,0.0,75,0,0,1,0,1,0,0,0
4709,1,0,40,0,0,1,1,3,212,90220,33.88151,-118.234451,1,5,53,0,0.0,0,1,25,1,1,1,0,0,1,1,1,1,48.7,2495.2,0.0,0,0.0,2495.2,4,0,54,4116,322606,1,53,48.7,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,33.88151,-118.234451,0,1.325,50,0.0195174735492144,1325,6,2,0,4.416666666666667,1,0,584,0,1,0,0.0,0.0,77,0,1,0,0,1,0,0,0
6607,1,0,42,0,0,0,0,0,821,95673,38.688764,-121.457596,0,0,7,1,8.29,0,1,21,0,0,1,1,0,1,1,1,0,62.8,418.3,0.0,0,58.029999999999994,476.33,4,0,46,4080,595024,0,7,62.8,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,38.688764,-121.457596,0,0.1666666666666666,42,0.1501314845804446,147,6,2,1,0.5833333333333334,1,0,753,0,1,0,0.0,0.0,582,0,1,0,0,0,0,0,1
4429,1,1,51,0,0,0,0,0,812,95470,39.298065,-123.25211,0,0,46,1,13.42,0,0,0,0,0,0,0,0,0,0,0,0,19.95,907.05,0.0,0,617.32,1524.37,5,0,55,4006,606084,0,46,19.95,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,39.298065,-123.25211,0,0.9019607843137256,0,0.0219943773772118,0,1,0,0,3.8333333333333335,1,0,239,0,1,0,0.0,0.0,87,1,0,0,0,0,1,0,0
4431,1,1,45,0,0,0,0,0,904,95472,38.398815,-122.861923,0,0,12,0,0.0,0,1,9,1,1,0,1,1,0,0,1,1,50.95,605.75,0.0,0,0.0,605.75,3,0,73,2716,358562,0,12,50.95,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,38.398815,-122.861923,0,0.2666666666666666,9,0.0841106066859265,108,5,1,0,1.0,1,0,611,0,1,0,0.0,0.0,226,0,1,0,0,0,0,1,0
4426,1,0,21,1,0,1,1,3,667,95464,39.12334,-122.838198,1,8,64,1,37.47,1,1,69,0,1,1,0,0,1,1,1,1,92.85,5980.75,0.0,0,2398.08,8378.83,4,0,58,5206,431119,1,64,92.85,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,39.12334,-122.838198,0,3.047619047619047,138,0.0155248087614429,4416,6,2,1,5.333333333333333,1,0,1114,0,0,1,0.0,0.0,81,0,0,0,1,1,0,0,0
3544,1,0,36,0,0,0,0,0,439,96046,40.648024,-123.465088,0,0,15,1,23.56,0,0,0,0,0,0,0,0,0,0,0,0,19.65,270.6,0.0,0,353.4,624.0,5,0,34,4818,273052,0,15,19.65,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,40.648024,-123.465088,0,0.4166666666666667,0,0.0726164079822616,0,1,0,0,1.25,1,0,235,1,0,0,0.0,0.0,321,1,0,0,0,0,0,1,0
4907,1,0,43,0,0,0,0,0,447,92203,33.752938,-116.230055,0,0,41,1,29.19,1,1,4,0,0,1,0,1,1,1,1,0,98.05,3990.6,0.0,0,1196.79,5187.389999999999,4,0,58,5614,177209,0,41,98.05,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,33.752938,-116.230055,0,0.9534883720930232,12,0.0245702400641507,164,6,3,1,3.4166666666666665,1,0,1176,0,0,1,0.0,0.0,136,0,0,0,1,0,1,0,0
2974,1,1,58,0,0,0,0,0,997,93271,36.413433,-118.854708,0,0,51,1,34.36,1,0,0,0,0,0,0,0,0,0,0,1,24.6,1266.4,47.91,0,1752.36,2970.85,5,0,75,4886,716294,0,51,24.6,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,36.413433,-118.854708,0,0.8793103448275862,0,0.0194251421351863,0,2,0,0,4.25,1,0,295,0,1,0,0.0378316487681617,0.0,95,1,0,0,0,0,1,0,0
731,1,1,73,0,1,1,1,2,171,94546,37.708327,-122.083473,1,1,28,1,4.71,1,1,21,0,0,0,0,0,0,0,0,1,51.0,1381.8,0.0,80,131.88,1593.6799999999998,3,0,44,5195,612431,1,28,51.0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,37.708327,-122.083473,2,0.3835616438356164,0,0.0369083803734259,588,2,0,1,2.3333333333333335,1,0,612,0,1,0,0.0,0.0578954986249819,185,0,1,0,0,0,0,1,0
5827,1,0,25,1,0,0,0,0,18,91001,34.196837,-118.142236,0,0,66,0,0.0,0,1,73,1,0,1,1,1,1,1,0,1,61.35,4193.4,0.0,130,0.0,4323.4,3,0,67,4824,413132,0,66,61.35,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,34.196837,-118.142236,0,2.64,219,0.0146301330662469,4818,7,3,0,5.5,1,0,736,0,0,1,0.0,0.0310010969618925,73,0,1,0,0,1,0,0,0
1489,1,0,50,0,0,0,0,0,809,90277,33.830453,-118.384565,0,0,2,1,6.2,0,1,6,0,1,0,0,1,0,0,1,1,87.15,183.75,0.0,0,12.4,196.15,2,1,72,4149,279408,0,2,87.15,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,33.830453,-118.384565,0,0.04,6,0.4742857142857143,12,4,1,1,0.1666666666666666,1,0,1045,1,0,0,0.0,0.0,2074,0,0,1,0,0,0,0,1
3065,1,1,62,0,0,1,0,0,804,93653,37.252057,-119.95783,1,1,43,1,41.08,0,1,18,1,0,1,1,1,1,1,1,1,79.15,3566.6,0.0,0,1766.4399999999998,5333.04,3,0,63,3716,793645,1,43,79.15,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,37.252057,-119.95783,0,0.6935483870967742,54,0.0221920035888521,774,9,3,1,3.5833333333333335,1,0,949,0,1,0,0.0,0.0,86,0,0,1,0,0,1,0,0
5994,1,0,28,1,0,1,1,2,306,92027,33.141265,-116.967221,1,1,58,1,2.87,1,1,69,1,0,1,1,1,0,0,1,0,75.8,4415.75,0.0,0,166.46,4582.21,3,0,62,4292,519118,1,58,75.8,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33.141265,-116.967221,0,2.0714285714285716,69,0.0171658268697276,4002,6,1,1,4.833333333333333,1,0,909,0,0,1,0.0,0.0,74,0,0,1,0,1,0,0,0
6266,1,1,25,1,0,1,1,1,741,93953,36.587497,-121.944815,1,8,66,1,35.01,1,1,59,0,1,1,0,1,1,1,1,0,79.85,5234.95,0.0,0,2310.66,7545.61,5,0,56,6236,967246,1,66,79.85,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,36.587497,-121.944815,0,2.64,177,0.0152532497922616,3894,6,3,1,5.5,1,0,958,0,0,1,0.0,0.0,94,0,0,1,0,0,1,0,0
5474,1,0,45,0,0,1,1,3,274,95430,38.445603,-123.063756,1,5,71,1,4.91,1,1,29,1,1,1,1,1,1,1,1,0,114.6,8100.25,0.0,0,348.61,8448.86,4,0,71,4071,765887,1,71,114.6,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,38.445603,-123.063756,0,1.5777777777777775,87,0.014147711490386,2059,8,3,1,5.916666666666667,1,0,1375,0,0,1,0.0,0.0,57,0,0,0,1,1,0,0,0
4421,1,1,26,1,0,1,1,3,562,95457,38.925545,-122.549083,1,7,31,1,7.03,1,0,0,0,0,0,0,0,0,0,0,0,25.75,755.6,0.0,0,217.93,973.53,4,0,32,5472,734973,1,31,25.75,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,38.925545,-122.549083,0,1.1923076923076923,0,0.0340788777130757,0,1,0,0,2.5833333333333335,1,0,309,0,1,0,0.0,0.0,176,1,0,0,0,0,0,1,0
5319,1,1,55,0,0,1,0,0,301,94608,37.83726,-122.287648,1,5,71,1,44.82,0,0,0,0,0,0,0,0,0,0,0,0,20.85,1539.75,0.0,0,3182.22,4721.969999999999,4,0,67,4837,104276,1,71,20.85,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,37.83726,-122.287648,0,1.290909090909091,0,0.0135411592791037,0,1,0,0,5.916666666666667,1,0,250,0,1,0,0.0,0.0,68,1,0,0,0,1,0,0,0
5327,1,1,47,0,0,1,0,0,74,94707,37.897753,-122.279391,1,4,31,1,22.42,1,1,21,1,1,0,1,0,0,0,1,1,90.55,2929.75,0.0,0,695.0200000000001,3624.77,4,0,48,5722,826113,1,31,90.55,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,37.897753,-122.279391,0,0.6595744680851063,0,0.0309070739824217,651,5,0,1,2.5833333333333335,1,0,1086,0,1,0,0.0,0.0,184,0,0,0,1,0,0,1,0
3556,1,1,33,0,0,1,0,0,739,96075,40.343213,-121.815412,1,1,48,1,6.1,1,1,18,1,1,1,0,1,0,0,1,1,96.9,4473.45,0.0,0,292.79999999999995,4766.25,4,0,38,2613,660169,1,48,96.9,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,40.343213,-121.815412,0,1.4545454545454546,18,0.0216611340240753,864,6,1,1,4.0,1,0,1162,0,0,1,0.0,0.0,54,0,0,0,1,1,0,0,0
1011,1,1,79,0,1,1,0,0,890,93458,34.95934,-120.490081,1,7,72,1,11.26,1,1,3,0,0,1,0,1,1,1,1,1,73.45,5329.0,0.0,0,810.72,6139.72,3,0,29,5540,470857,1,72,73.45,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,34.95934,-120.490081,0,0.9113924050632912,9,0.0137830737474197,216,7,3,1,6.0,1,0,881,0,0,1,0.0,0.0,76,0,0,1,0,1,0,0,0
894,1,1,73,0,1,1,0,0,547,95335,38.109125,-120.078597,1,4,72,1,33.68,1,1,10,0,1,1,1,1,0,0,1,0,77.35,5396.25,0.0,0,2424.96,7821.21,4,0,29,6202,941175,1,72,77.35,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,38.109125,-120.078597,0,0.9863013698630136,10,0.0143340282603659,720,5,1,1,6.0,1,0,928,0,0,1,0.0,0.0,86,0,0,1,0,0,1,0,0
1076,1,1,67,0,1,1,0,0,775,95468,38.911299,-123.609588,0,0,54,1,38.48,1,1,13,0,0,1,0,1,1,0,0,1,99.05,5295.7,0.0,40,2077.9199999999996,7413.619999999999,5,0,34,4011,901411,1,54,99.05,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,38.911299,-123.609588,0,0.8059701492537313,26,0.0187038540702834,702,5,2,1,4.5,1,0,1188,0,0,1,0.0,0.0075532979587212,74,0,0,0,1,1,0,0,0
696,1,1,66,0,1,0,0,0,924,93065,34.269449,-118.768471,0,0,72,1,2.37,1,0,0,0,0,0,0,0,0,0,0,1,25.1,1789.9,0.0,0,170.64,1960.54,5,0,74,5751,278420,0,72,25.1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,34.269449,-118.768471,0,1.0909090909090908,0,0.0140231297837868,0,2,0,0,6.0,1,0,301,0,1,0,0.0,0.0,79,1,0,0,0,1,0,0,0
3279,1,0,44,0,0,1,0,0,349,95231,37.873283,-121.292034,1,8,60,1,15.54,1,1,19,1,1,0,0,0,1,1,1,1,94.1,5475.9,0.0,0,932.4,6408.299999999999,3,0,62,5267,103975,1,60,94.1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,37.873283,-121.292034,0,1.3636363636363635,38,0.0171843897806753,1140,6,2,1,5.0,1,0,1129,0,0,1,0.0,0.0,87,0,0,0,1,0,1,0,0
969,1,0,65,0,1,1,1,3,631,91755,34.049172,-118.115022,1,7,65,1,19.58,1,1,26,0,1,1,0,1,1,1,1,1,107.45,7047.5,0.0,0,1272.6999999999998,8320.2,4,0,32,6211,818495,1,65,107.45,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,34.049172,-118.115022,3,1.0,78,0.0152465413267116,1690,7,3,1,5.416666666666667,1,0,1289,0,0,1,0.0,0.0,95,0,0,0,1,0,1,0,0
