,Status ID,Customer ID,Count,Quarter,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason
3592,APQVHQ4316,2967-MXRAV,1,Q3,3,Joined,No,0,51,5160,,
3593,MVDWNZ2644,8189-HBVRW,1,Q3,3,Stayed,No,0,20,5249,,
3594,UGXSPZ6641,4163-KIUHY,1,Q3,4,Stayed,No,0,56,2980,,
3595,LJCFZP3761,3500-NSDOA,1,Q3,4,Stayed,No,0,61,5540,,
3596,BJRWMI3952,1171-TYKUR,1,Q3,3,Stayed,No,0,33,3159,,
3597,VUBPEP7656,1219-NNDDO,1,Q3,5,Stayed,No,0,38,4834,,
3598,WWEAYO3465,8388-DMKAE,1,Q3,5,Stayed,No,0,37,2653,,
3599,DWGHHO2717,4403-BWPAY,1,Q3,4,Stayed,No,0,22,4527,,
3600,IUQGRP7968,9659-QEQSY,1,Q3,3,Stayed,No,0,75,3974,,
3601,KVGMSJ8365,5405-ZMYXQ,1,Q3,5,Stayed,No,0,57,2142,,
3602,XAEGNX8962,1442-OKRJE,1,Q3,4,Stayed,No,0,80,4663,,
3603,DFFTSW9423,4737-AQCPU,1,Q3,3,Stayed,No,0,42,4658,,
3604,RESDSR7343,2808-CHTDM,1,Q3,5,Stayed,No,0,67,2267,,
3605,BGTJFL1827,0793-TWELN,1,Q3,3,Stayed,No,0,62,2841,,
3606,DELERG6979,3283-WCWXT,1,Q3,3,Stayed,No,0,52,2882,,
3607,QUFCPU4873,5451-MHQOF,1,Q3,3,Stayed,No,0,78,5623,,
3608,QOUHQK1122,4836-WNFNO,1,Q3,4,Stayed,No,0,35,6126,,
3609,HONPXI2856,9225-BZLNZ,1,Q3,3,Stayed,No,0,52,6275,,
3610,ARDIGK4717,0354-VXMJC,1,Q3,5,Stayed,No,0,35,4617,,
3611,PFNTFR6891,4422-QVIJA,1,Q3,3,Stayed,No,0,74,5879,,
3612,CAPACO3738,8332-OSJDW,1,Q3,4,Stayed,No,0,65,3277,,
3613,WHERRI7747,4735-BJKOU,1,Q3,5,Stayed,No,0,64,3915,,
3614,WLWTAT2279,0274-JKUJR,1,Q3,3,Stayed,No,0,76,3332,,
3615,YKSRXE1972,5740-YHGTW,1,Q3,4,Stayed,No,0,49,4551,,
3616,QLMDUH4828,8917-SZTTJ,1,Q3,5,Stayed,No,0,50,6315,,
3617,VUJIUA3355,1696-MZVAU,1,Q3,3,Stayed,No,0,21,4259,,
3618,BOODGR9936,7359-WWYJV,1,Q3,4,Stayed,No,0,53,6274,,
3619,QUNFCQ3346,4906-ZHGPK,1,Q3,3,Stayed,No,0,77,5276,,
3620,DFMJUR2625,3795-GWTRD,1,Q3,4,Stayed,No,0,64,4626,,
3621,GFNDUO7683,1298-PHBTI,1,Q3,3,Stayed,No,0,43,5952,,
3622,JMXCBP4696,6223-DHJGV,1,Q3,4,Stayed,No,0,49,5956,,
3623,YFYNVY7131,6961-MJKBO,1,Q3,4,Stayed,No,0,72,4342,,
3624,UPECWQ7636,8158-WPEZG,1,Q3,4,Stayed,No,0,61,4986,,
3625,PSWRMF7625,0727-BNRLG,1,Q3,3,Stayed,No,0,20,5709,,
3626,PFBHIO7382,6435-SRWBJ,1,Q3,4,Stayed,No,0,36,5269,,
3627,IJMCQN5764,9964-WBQDJ,1,Q3,5,Stayed,No,0,56,4412,,
3628,LJDHQD1953,6303-KFWSL,1,Q3,4,Stayed,No,0,55,5481,,
3629,LRWCYP2427,1702-CCFNJ,1,Q3,3,Stayed,No,0,49,4729,,
3630,TUQVIJ1265,8932-CZHRQ,1,Q3,4,Stayed,No,0,33,5395,,
3631,GHBMEK2646,0386-CWRGM,1,Q3,4,Stayed,No,0,47,2320,,
3632,UEYNEW8468,5515-RUGKN,1,Q3,5,Stayed,No,0,53,5317,,
3633,LGZRWN5159,0404-AHASP,1,Q3,3,Stayed,No,0,36,6436,,
3634,LGKVQH4659,7279-NMVJC,1,Q3,4,Stayed,No,0,70,2093,,
3635,NBDZJL2418,2081-VEYEH,1,Q3,3,Joined,No,0,70,5653,,
3636,MXGAHT9864,9060-HJJRW,1,Q3,4,Stayed,No,0,62,4380,,
3637,VXNRRP2839,2587-YNLES,1,Q3,4,Stayed,No,0,42,5874,,
3638,MMVTQL8526,7398-SKNQZ,1,Q3,5,Joined,No,0,58,2330,,
3639,QMPUXL6634,1958-RNRKS,1,Q3,4,Stayed,No,0,45,3712,,
3640,ECLWKD6765,5136-RGMZO,1,Q3,4,Stayed,No,0,37,4443,,
3641,GFDRIP4257,8345-MVDYC,1,Q3,3,Stayed,No,0,41,5937,,
3642,CEASNJ4117,8226-BXGES,1,Q3,3,Stayed,No,0,67,5519,,
3643,DOZFMI9174,1015-OWJKI,1,Q3,4,Joined,No,0,59,5279,,
3644,JBOQFR6953,2040-XBAVJ,1,Q3,3,Stayed,No,0,32,4700,,
3645,SAVKCK7913,8887-IPQNC,1,Q3,5,Stayed,No,0,58,5014,,
3646,HLIVNC4781,8646-JCOMS,1,Q3,5,Stayed,No,0,38,4958,,
3647,ITHPRZ2683,1222-KJNZD,1,Q3,3,Stayed,No,0,72,5918,,
3648,UKXHAJ3212,0106-GHRQR,1,Q3,5,Stayed,No,0,39,3360,,
3649,VRBNYC3724,3768-VHXQO,1,Q3,4,Stayed,No,0,51,4833,,
3650,EDRGQH6328,8952-WCVCD,1,Q3,3,Stayed,No,0,65,2719,,
3651,NILYDD3577,2418-TPEUN,1,Q3,3,Stayed,No,0,59,4681,,
3652,EDAGXV3498,3963-RYFNS,1,Q3,4,Stayed,No,0,20,5567,,
3653,FKOQHS1818,8540-ZQGEA,1,Q3,5,Stayed,No,0,40,4212,,
3654,MQGSPF7516,4137-JOPHL,1,Q3,4,Stayed,No,0,45,5306,,
3655,CXJNHH5233,7801-CEDNV,1,Q3,3,Stayed,No,0,30,3560,,
3656,GLISBV6696,3658-QQJYD,1,Q3,4,Stayed,No,0,77,5974,,
3657,CUILOB8312,1803-BGNBD,1,Q3,3,Stayed,No,0,63,3854,,
3658,UYDHFM8129,6950-TWMYB,1,Q3,3,Stayed,No,0,48,4387,,
3659,GKXEDN8578,5848-FHRFC,1,Q3,4,Stayed,No,0,63,5740,,
3660,OGFGZM4281,2243-FNMMI,1,Q3,3,Stayed,No,0,32,4958,,
3661,LOEWAO8851,2511-MORQY,1,Q3,4,Stayed,No,0,41,4322,,
3662,CTUPLG3377,5356-KZCKT,1,Q3,4,Stayed,No,0,38,6490,,
3663,JRNRTT1129,9470-XCCEM,1,Q3,3,Stayed,No,0,34,2622,,
3664,NBOMLV2157,6519-CFDBX,1,Q3,3,Joined,No,0,45,4964,,
3665,EEZMPA1628,3902-MIVLE,1,Q3,3,Stayed,No,0,62,5113,,
3666,YOVWDM8823,0409-WTMPL,1,Q3,3,Stayed,No,0,55,4761,,
3667,MUIITX8963,8763-KIAFH,1,Q3,4,Stayed,No,0,31,2269,,
3668,BRBEFB1554,3669-WHAFY,1,Q3,3,Stayed,No,0,24,4144,,
3669,XTAYWH4261,3055-VTCGS,1,Q3,3,Stayed,No,0,63,6312,,
3670,FFEWGC2594,3144-KMTWZ,1,Q3,4,Stayed,No,0,63,6035,,
3671,HPWCOV9439,2007-QVGAW,1,Q3,4,Stayed,No,0,27,6303,,
3672,WQMLAD9951,5207-PLSTK,1,Q3,4,Joined,No,0,58,5068,,
3673,NDXEBD3496,2155-AMQRX,1,Q3,3,Stayed,No,0,26,2885,,
3674,MPAKHG9811,6181-AXXYF,1,Q3,4,Stayed,No,0,71,4185,,
3675,SDRVDP5681,5091-HFAZW,1,Q3,3,Joined,No,0,52,2686,,
3676,RYKMAF6422,1568-LJSZU,1,Q3,3,Stayed,No,0,43,4451,,
3677,UQQWSL9867,7416-CKTEP,1,Q3,4,Stayed,No,0,77,6064,,
3678,NMDDUD9555,2586-CWXVV,1,Q3,4,Stayed,No,0,78,4778,,
3679,WGNZLO8942,2348-KCJLT,1,Q3,3,Stayed,No,0,21,2059,,
3680,BXNDUQ6824,8401-EMUWF,1,Q3,3,Stayed,No,0,36,4701,,
3681,ECIGGR9339,4193-IBKSW,1,Q3,3,Stayed,No,0,67,6232,,
3682,HNYWTP5424,5377-NDTOU,1,Q3,3,Stayed,No,0,39,4644,,
3683,QHDQEF7871,2474-LCNUE,1,Q3,5,Stayed,No,0,61,2590,,
3684,CXHDOP2711,0839-QNXME,1,Q3,3,Stayed,No,0,78,3986,,
3685,PYLMQI5986,3506-OVLKD,1,Q3,3,Stayed,No,0,80,4419,,
3686,NAKAJO8292,6650-VJONK,1,Q3,4,Joined,No,0,39,5913,,
3687,IVRXBN5214,2178-PMGCJ,1,Q3,3,Stayed,No,0,32,4838,,
3688,QVUECX3764,7492-TAFJD,1,Q3,4,Stayed,No,0,70,3345,,
3689,OMJRTK4527,2773-MADBQ,1,Q3,3,Stayed,No,0,40,2751,,
3690,VFKBVB2486,6016-LVTJQ,1,Q3,3,Stayed,No,0,74,5099,,
3691,ZLJEDI1723,7860-KSUGX,1,Q3,3,Stayed,No,0,74,6330,,
3692,BLQDSF5594,8966-KZXXA,1,Q3,3,Stayed,No,0,45,3040,,
3693,LNIEDU6384,5149-QYTTU,1,Q3,3,Stayed,No,0,41,5647,,
3694,CSVBLS8844,2085-BOJKI,1,Q3,5,Stayed,No,0,37,5228,,
3695,SZMAAK3898,0817-HSUSE,1,Q3,5,Joined,No,0,43,2954,,
3696,KOHUXA1239,5442-PPTJY,1,Q3,4,Stayed,No,0,24,5104,,
3697,YNTSXY3969,1927-QEWMY,1,Q3,4,Stayed,No,0,25,6302,,
3698,LYORIF9954,1663-MHLHE,1,Q3,3,Joined,No,0,44,4629,,
3699,DOMPUJ2629,4450-MDZFX,1,Q3,5,Stayed,No,0,26,5100,,
3700,PIYMXY2674,6701-DHKWQ,1,Q3,3,Stayed,No,0,55,4159,,
3701,MHMPWK1227,7554-AKDQF,1,Q3,4,Stayed,No,0,40,4227,,
3702,UEAYPV4742,0794-YVSGE,1,Q3,3,Stayed,No,0,76,5265,,
3703,NBLCLK1767,5423-BHIXO,1,Q3,5,Stayed,No,0,43,4454,,
3704,LNOHSJ2111,6908-VVYHM,1,Q3,5,Stayed,No,0,70,6358,,
3705,FUYUOP2683,2959-EEXWB,1,Q3,3,Stayed,No,0,64,3937,,
3706,EUPCEB5422,1839-UMACK,1,Q3,5,Stayed,No,0,55,3756,,
3707,SXTCRC2711,3030-YDNRM,1,Q3,4,Stayed,No,0,40,5514,,
3708,IRABCP3395,7321-KKSDU,1,Q3,4,Stayed,No,0,50,3114,,
3709,KOPRYS6837,8286-AFUYI,1,Q3,4,Joined,No,0,35,5092,,
3710,KNNDRP6818,8356-WUAOJ,1,Q3,5,Joined,No,0,63,5669,,
3711,RSFGJB5225,9350-ZXYJC,1,Q3,3,Stayed,No,0,63,3808,,
3712,XHSTDI8933,8958-JPTRR,1,Q3,5,Stayed,No,0,33,5052,,
3713,MYYFLE5528,6959-GQEGV,1,Q3,4,Stayed,No,0,28,2185,,
3714,KMMFSB8631,3173-WSSUE,1,Q3,3,Stayed,No,0,52,5921,,
3715,VVSMVO1956,1265-HVPZB,1,Q3,3,Stayed,No,0,64,6432,,
3716,HHTZBG2371,4115-UMJFQ,1,Q3,5,Stayed,No,0,32,4043,,
3717,GVHUTR2949,7369-TRPFD,1,Q3,3,Stayed,No,0,43,2916,,
3718,ZWMSAJ7143,1098-KFQEC,1,Q3,5,Stayed,No,0,23,5366,,
3719,JOKORD9358,7190-XHTWJ,1,Q3,5,Stayed,No,0,32,4705,,
3720,MQMIXZ5444,5296-BFCYD,1,Q3,5,Stayed,No,0,24,3392,,
3721,BFRIHN1258,9359-JANWS,1,Q3,4,Stayed,No,0,50,5657,,
3722,WBOYDM9741,3279-DYZQM,1,Q3,4,Stayed,No,0,63,5497,,
3723,CZPQCR6693,9575-IWCAZ,1,Q3,4,Stayed,No,0,31,5161,,
3724,BPDYSO6698,7940-UQQUG,1,Q3,4,Stayed,No,0,33,5133,,
3725,HDJEZV2659,3961-SXAXY,1,Q3,5,Joined,No,0,54,5925,,
3726,IPEMKE4534,7010-BRBUU,1,Q3,4,Stayed,No,0,23,4264,,
3727,MHRJLR2626,3566-HJGPK,1,Q3,4,Joined,No,0,31,3173,,
3728,UZWOWS6563,3062-ICYZQ,1,Q3,3,Stayed,No,0,20,5457,,
3729,BNEERC3397,9938-PRCVK,1,Q3,3,Stayed,No,0,52,2902,,
3730,BHLYFG7778,0973-KYVNF,1,Q3,3,Stayed,No,0,75,5176,,
3731,KVLAUW2749,5129-HHMZC,1,Q3,4,Stayed,No,0,53,3110,,
3732,VTSBNB1274,9637-CDTKZ,1,Q3,3,Stayed,No,0,61,4965,,
3733,YDPFJT9691,3946-JEWRQ,1,Q3,5,Stayed,No,0,72,4977,,
3734,NSHCYH2242,7873-CVMAW,1,Q3,4,Stayed,No,0,32,6468,,
3735,JVWTOA7594,0463-WZZKO,1,Q3,5,Joined,No,0,30,2406,,
3736,ESDHOV6441,4524-QCSSM,1,Q3,4,Stayed,No,0,33,4512,,
3737,GOEEPS8787,5832-EXGTT,1,Q3,3,Stayed,No,0,76,5517,,
3738,QZCFXV3116,2039-JONDJ,1,Q3,3,Stayed,No,0,80,3616,,
3739,OCYIIM9723,7217-JYHOQ,1,Q3,3,Stayed,No,0,56,3359,,
3740,NRNGDJ9699,6695-FRVEC,1,Q3,3,Stayed,No,0,73,5356,,
3741,UZDWOK2896,9894-QMIMJ,1,Q3,3,Stayed,No,0,20,2499,,
3742,ORZABY3397,8069-YQQAJ,1,Q3,5,Stayed,No,0,55,3448,,
3743,GVPTRG9433,3466-WAESX,1,Q3,4,Stayed,No,0,71,5172,,
3744,MVTGBB9267,9281-PKKZE,1,Q3,3,Stayed,No,0,47,4818,,
3745,FGIILV1126,3638-VBZTA,1,Q3,4,Stayed,No,0,45,4280,,
3746,BZMCRU7381,7459-IMVYU,1,Q3,3,Stayed,No,0,39,5858,,
3747,EPKMZA5252,8563-OYMQY,1,Q3,5,Stayed,No,0,23,5687,,
3748,GYSXAN6782,0754-EEBDC,1,Q3,4,Stayed,No,0,74,2347,,
3749,ZWYDEG9964,5777-ZPQNC,1,Q3,5,Stayed,No,0,38,4628,,
3750,WBAJJT6574,1951-IEYXM,1,Q3,3,Stayed,No,0,73,4528,,
3751,RSDWKN8263,3318-NMQXL,1,Q3,3,Joined,No,0,42,4345,,
3752,AVURYK6285,1022-RKXDR,1,Q3,3,Stayed,No,0,42,3089,,
3753,ONMNZE7732,2361-FJWNO,1,Q3,3,Stayed,No,0,38,5323,,
3754,DBZFHC8562,2272-UOINI,1,Q3,4,Stayed,No,0,47,3601,,
3755,AAXLJV9565,8232-UTFOZ,1,Q3,4,Stayed,No,0,59,4328,,
3756,BGZDBA2318,3750-YHRYO,1,Q3,5,Stayed,No,0,27,2874,,
3757,BFUSDU7877,6637-KYRCV,1,Q3,3,Stayed,No,0,27,5973,,
3758,BAVNOT8591,5668-MEISB,1,Q3,4,Stayed,No,0,34,5146,,
3759,VCLTMK1982,0129-QMPDR,1,Q3,3,Stayed,No,0,59,3093,,
3760,PDLXFX3785,7188-CBBBA,1,Q3,5,Stayed,No,0,35,6153,,
3761,TDRYSA7583,5356-CSVSQ,1,Q3,5,Joined,No,0,24,5277,,
3762,BJAUUD9124,3221-CJMSG,1,Q3,5,Stayed,No,0,23,2515,,
3763,YQANKV5577,2801-NISEI,1,Q3,3,Stayed,No,0,55,3407,,
3764,YHQHLA3888,4623-ZKHLY,1,Q3,4,Stayed,No,0,28,3727,,
3765,SYIOJJ8784,6732-VAILE,1,Q3,5,Stayed,No,0,60,6354,,
3766,ZZJOII2229,8201-AAXCB,1,Q3,4,Stayed,No,0,75,3192,,
3767,EBZFEZ3333,7696-CFTAT,1,Q3,3,Stayed,No,0,28,2745,,
3768,GBOSWI4565,2123-VSCOT,1,Q3,5,Stayed,No,0,52,6225,,
3769,LLLFNP9538,2018-QKYGT,1,Q3,5,Joined,No,0,27,4396,,
3770,DCCYFZ6447,2792-VPPET,1,Q3,5,Joined,No,0,35,5296,,
3771,FZGTZR9126,7409-JURKQ,1,Q3,3,Stayed,No,0,28,5713,,
3772,BNZRXX4681,3247-MHJKM,1,Q3,3,Joined,No,0,72,3586,,
3773,NLHUHU3215,1964-SVLEA,1,Q3,4,Stayed,No,0,80,2860,,
3774,YMHYEE9449,7297-DVYGA,1,Q3,5,Stayed,No,0,65,5089,,
3775,NJEIFV9193,2239-CGBUZ,1,Q3,3,Stayed,No,0,63,4207,,
3776,JEPOJT2889,0854-UYHZD,1,Q3,4,Stayed,No,0,55,2816,,
3777,LKZZCS1655,7243-LCGGZ,1,Q3,5,Joined,No,0,72,3901,,
3778,VRLTNA4588,8267-KFGYD,1,Q3,3,Joined,No,0,32,3389,,
3779,XMAHDU8379,4890-VMUAV,1,Q3,3,Stayed,No,0,36,5342,,
3780,JPHUSQ3436,9261-WDCAF,1,Q3,5,Joined,No,0,34,2168,,
3781,QPLFQB6476,3764-MNMOI,1,Q3,4,Stayed,No,0,54,2776,,
3782,DKXYNE8826,7442-YGZFK,1,Q3,4,Joined,No,0,79,4796,,
3783,HEOJHO5522,8229-BUJHX,1,Q3,4,Stayed,No,0,62,4941,,
3784,JNWBYA7271,7449-HVPIV,1,Q3,5,Stayed,No,0,44,4603,,
3785,SQFBZT6555,5504-WSIUR,1,Q3,3,Stayed,No,0,33,5327,,
3786,LJKQWX8261,8466-PZBLH,1,Q3,3,Stayed,No,0,56,4743,,
3787,QJEDSI4777,8735-IJJEG,1,Q3,3,Stayed,No,0,48,4253,,
3788,OJPSZK8836,0564-MUUQK,1,Q3,3,Stayed,No,0,73,3186,,
3789,UJDVZO6673,0701-RFGFI,1,Q3,5,Stayed,No,0,41,6136,,
3790,XDOEFP3192,0019-EFAEP,1,Q3,3,Stayed,No,0,53,5513,,
3791,WLQPNO8868,5619-PTMIK,1,Q3,3,Stayed,No,0,72,3358,,
3792,NPFOFX3419,3737-XBQDD,1,Q3,4,Stayed,No,0,23,2941,,
3793,EUDBWB3527,5882-CMAZQ,1,Q3,5,Stayed,No,0,21,5100,,
3794,YGNMGJ7287,5846-QFDFI,1,Q3,3,Stayed,No,0,78,3648,,
3795,NMEQGZ5956,4445-KWOKW,1,Q3,3,Stayed,No,0,55,5988,,
3796,QHSEOY9473,3511-APPBJ,1,Q3,3,Stayed,No,0,62,3515,,
3797,LUVOEW5441,7967-HYCDE,1,Q3,5,Stayed,No,0,27,4946,,
3798,DIDXOB5841,2430-RRYUW,1,Q3,4,Stayed,No,0,20,4621,,
3799,MMCQXZ7839,5447-WZAFP,1,Q3,4,Stayed,No,0,71,5377,,
3800,THXUCO7815,5110-CHOPY,1,Q3,3,Stayed,No,0,39,4173,,
3801,QLJSSS9864,4425-OWHWB,1,Q3,5,Stayed,No,0,77,5811,,
3802,AYBFSQ8124,7892-QVYKW,1,Q3,3,Stayed,No,0,25,3513,,
3803,PRWQOY8453,9675-ICXCT,1,Q3,5,Stayed,No,0,75,4689,,
3804,CKLJOM1217,4703-MQYKT,1,Q3,4,Stayed,No,0,22,4562,,
3805,FJAYRT7839,0602-DDUML,1,Q3,3,Stayed,No,0,38,4487,,
3806,DVOYQG9592,2208-MPXIO,1,Q3,4,Stayed,No,0,71,5169,,
3807,ETXAWU7731,1960-UYCNN,1,Q3,3,Stayed,No,0,23,4810,,
3808,LVREEK4525,3190-FZATL,1,Q3,5,Stayed,No,0,71,5770,,
3809,HQMRBZ3926,7336-RLLRH,1,Q3,3,Stayed,No,0,51,4732,,
3810,LVJHBH6494,7710-JSYOA,1,Q3,5,Stayed,No,0,45,5205,,
3811,QFOJOO5182,9885-MFVSU,1,Q3,4,Stayed,No,0,46,4577,,
3812,OZCMNE2656,0607-MVMGC,1,Q3,3,Stayed,No,0,63,2595,,
3813,EEKQWU6578,3365-SAIGS,1,Q3,5,Stayed,No,0,59,5564,,
3814,GMZPKE1528,8022-BECSI,1,Q3,5,Stayed,No,0,37,2203,,
3815,FJBUFN1164,9993-LHIEB,1,Q3,3,Stayed,No,0,59,4792,,
3816,MWLONJ7394,0266-CLZKZ,1,Q3,5,Stayed,No,0,59,6383,,
3817,KUMXGU6656,3977-QCRSL,1,Q3,4,Stayed,No,0,66,5020,,
3818,QTUNJU1418,0017-DINOC,1,Q3,4,Stayed,No,0,54,5435,,
3819,YHAIDC5668,7639-OPLNG,1,Q3,3,Stayed,No,0,27,5085,,
3820,DQTPTV6842,1492-QGCLU,1,Q3,5,Stayed,No,0,36,5957,,
3821,PBVFAW6313,7328-OWMOM,1,Q3,3,Stayed,No,0,30,3086,,
3822,SJGSEA7117,4418-LZMSV,1,Q3,3,Stayed,No,0,47,4749,,
3823,QQDRUL1625,5155-AZQPB,1,Q3,5,Stayed,No,0,74,5250,,
3824,TFHFTD4225,1087-GRUYI,1,Q3,5,Stayed,No,0,65,3756,,
3825,HIJRID2499,2546-KZAAT,1,Q3,5,Stayed,No,0,59,5211,,
3826,NLTEIB4144,0181-RITDD,1,Q3,4,Stayed,No,0,43,5298,,
3827,HPACHS4291,5989-PGKJB,1,Q3,5,Stayed,No,0,65,3511,,
3828,QJEXXO1287,8272-ONJLV,1,Q3,5,Stayed,No,0,41,5527,,
3829,MGSQXA5317,1488-PBLJN,1,Q3,3,Stayed,No,0,33,4055,,
3830,MDWUSL4768,3778-FOAQW,1,Q3,3,Stayed,No,0,39,3573,,
3831,XXNZER2272,4452-ROHMO,1,Q3,3,Stayed,No,0,38,2722,,
3832,EQPPOU8464,3090-LETTY,1,Q3,4,Joined,No,0,78,3172,,
3833,OMLYCE6714,5349-AZPEW,1,Q3,5,Stayed,No,0,24,2071,,
3834,VPHTSL3559,9720-JJJOR,1,Q3,3,Stayed,No,0,50,4565,,
3835,ADFMMK5596,8100-HZZLJ,1,Q3,3,Stayed,No,0,55,4205,,
3836,CVKCOG4963,7398-HPYZQ,1,Q3,4,Stayed,No,0,23,5007,,
3837,TTOQTQ5213,3546-GHEAE,1,Q3,5,Stayed,No,0,42,2600,,
3838,XPBNHM7497,2550-QHZGP,1,Q3,5,Stayed,No,0,71,4271,,
3839,QGPSGY2396,7519-JTWQH,1,Q3,4,Stayed,No,0,33,4803,,
3840,TIQBLX9783,2538-OIMXF,1,Q3,5,Joined,No,0,55,3065,,
3841,ZBWNFF9138,8543-MSDMF,1,Q3,4,Joined,No,0,24,5528,,
3842,VQCDMG6684,1170-SASML,1,Q3,5,Stayed,No,0,62,5976,,
3843,TQJFFB7619,4872-JCVCA,1,Q3,3,Stayed,No,0,22,4795,,
3844,QEIUWH8935,5346-BZCHP,1,Q3,5,Stayed,No,0,57,6408,,
3845,BMZZWP2647,2038-LLMLM,1,Q3,5,Stayed,No,0,78,4304,,
3846,JYWOWN3269,1216-BGTSP,1,Q3,3,Stayed,No,0,33,5093,,
3847,BJXCAK6157,4138-NAXED,1,Q3,3,Stayed,No,0,34,4121,,
3848,EGFYBI1294,0744-BIKKF,1,Q3,3,Stayed,No,0,67,4621,,
3849,ZGOACK7541,7483-IQWIB,1,Q3,4,Stayed,No,0,42,3462,,
3850,BCXGBJ8174,5248-KWLAR,1,Q3,4,Stayed,No,0,28,6483,,
3851,WLIJUU8758,7996-MHXLW,1,Q3,5,Stayed,No,0,61,6141,,
3852,WNQLQY3372,7833-PKIHD,1,Q3,3,Stayed,No,0,52,6385,,
3853,QOCADR2425,7061-OVMIM,1,Q3,3,Stayed,No,0,50,5203,,
3854,KLIYWK3217,5153-RTHKF,1,Q3,5,Stayed,No,0,78,3818,,
3855,RUZVMC3961,1852-QSWCD,1,Q3,3,Stayed,No,0,55,6281,,
3856,GAYWHQ6554,9079-LWTFD,1,Q3,3,Stayed,No,0,27,2508,,
3857,JDXFEQ9168,3392-EHMNK,1,Q3,4,Stayed,No,0,58,4803,,
3858,ENZOOQ4213,5986-WWXDV,1,Q3,3,Stayed,No,0,68,2607,,
3859,WOWTXK3778,3061-BCKYI,1,Q3,3,Stayed,No,0,34,3854,,
3860,QYTVMK6574,7228-PAQPD,1,Q3,4,Stayed,No,0,58,5718,,
3861,HUHYQH6485,7746-QYVCO,1,Q3,3,Stayed,No,0,55,2464,,
3862,SKFEKP7474,5804-HYIEZ,1,Q3,4,Stayed,No,0,30,4583,,
3863,OXZBMQ6998,5934-TSSAU,1,Q3,5,Stayed,No,0,49,5903,,
3864,HFQMHZ6927,3486-KHMLI,1,Q3,4,Stayed,No,0,54,5403,,
3865,JNIHAU8541,6784-XYJAE,1,Q3,3,Stayed,No,0,25,4770,,
3866,IAZXHU5584,3933-DQPWX,1,Q3,3,Stayed,No,0,49,5174,,
3867,CHCILX5619,6661-EIPZC,1,Q3,4,Stayed,No,0,36,3194,,
3868,SPTHGJ9749,8957-THMOA,1,Q3,3,Stayed,No,0,27,4263,,
3869,RZBMLI5411,2251-PYLPB,1,Q3,3,Stayed,No,0,55,4766,,
3870,SAUMMM3871,5555-RNPGT,1,Q3,3,Stayed,No,0,36,5212,,
3871,YTPWBU3266,1057-FOGLZ,1,Q3,3,Stayed,No,0,20,4333,,
3872,FDKBSG3358,8087-LGYHQ,1,Q3,4,Stayed,No,0,42,3475,,
3873,XKMUOF2862,4137-BTIKL,1,Q3,3,Joined,No,0,60,4766,,
3874,YKCWZE1242,2190-BCXEC,1,Q3,4,Stayed,No,0,45,5257,,
3875,HITBJU1787,6227-FBDXH,1,Q3,4,Stayed,No,0,56,4237,,
3876,VNVSSA2137,2911-WDXMV,1,Q3,5,Stayed,No,0,37,5334,,
3877,LEHCJV1321,4547-FZJWE,1,Q3,4,Stayed,No,0,77,5712,,
3878,MIPHQR7959,7422-WNBTY,1,Q3,4,Stayed,No,0,40,3348,,
3879,YPKWDA6164,0842-IWYCP,1,Q3,5,Stayed,No,0,44,2626,,
3880,YWEXSL2345,3521-HTQTV,1,Q3,3,Stayed,No,0,46,2026,,
3881,IFPKTH4315,3744-ZBHON,1,Q3,5,Joined,No,0,24,4369,,
3882,YTRQWK2981,3373-DIUUN,1,Q3,3,Stayed,No,0,70,3047,,
3883,GMKFEP5756,8383-SGHJU,1,Q3,3,Stayed,No,0,38,2853,,
3884,ZPDKNP7632,7607-QKKTJ,1,Q3,4,Stayed,No,0,27,2719,,
3885,CVTZRJ5842,7707-PYBBH,1,Q3,4,Stayed,No,0,52,2520,,
3886,RKMPIN5747,8984-HPEMB,1,Q3,3,Stayed,No,0,73,4296,,
3887,DPHXNR7522,4139-DETXS,1,Q3,4,Stayed,No,0,45,5265,,
3888,EJFOLT1923,9779-DPNEJ,1,Q3,5,Stayed,No,0,42,4732,,
3889,KFLKQB3341,9805-FILKB,1,Q3,3,Stayed,No,0,68,2325,,
3890,VUHRAT4458,5793-YOLJN,1,Q3,3,Stayed,No,0,24,5046,,
3891,JJPRIE7314,0673-IGUQO,1,Q3,4,Joined,No,0,38,4845,,
3892,XLEEVD8368,4123-FCVCB,1,Q3,4,Stayed,No,0,70,5942,,
3893,RNHCSA4413,8819-IMISP,1,Q3,4,Stayed,No,0,49,4684,,
3894,BBSWFU4589,8311-UEUAB,1,Q3,3,Stayed,No,0,69,5420,,
3895,JLYNKW2184,5858-EAFCZ,1,Q3,3,Joined,No,0,74,3498,,
3896,AXNLIS6379,1163-ONYEY,1,Q3,3,Stayed,No,0,61,2748,,
3897,QKVQGX6956,5656-MJEFC,1,Q3,4,Stayed,No,0,25,2673,,
3898,CQZTGW9795,6082-OQFBA,1,Q3,5,Stayed,No,0,70,5460,,
3899,FEHPTJ6622,8974-OVACP,1,Q3,4,Joined,No,0,31,3167,,
3900,UMXLJD6621,4010-YLMVT,1,Q3,4,Stayed,No,0,80,5056,,
