Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Zip Code,Latitude,Longitude,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,CLTV,Partner,Tenure,Monthly Charges,Country_United States,State_California,Quarter_Q3,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Device Protection_No,Device Protection_No internet service,Device Protection_Yes,Tech Support_No,Tech Support_No internet service,Tech Support_Yes,Lat,Long,SeniorCitizen_Dependents,Tenure_Age_Ratio,AvgMonthlyGB_StreamServices,MonthlyCharge_TotalCharges_Ratio,AvgMonthlyGB_Tenure,Total_Services_Used,Streaming_Services_Count,Internet_Phone_Bundle,Tenure_in_Years,Digital_Payments,Traditional_Payments,Monthly_Charges_Scaled,Revenue_Cluster_Low,Revenue_Cluster_Medium,Revenue_Cluster_High,Refund_to_Charges_Ratio,Extra_Data_Usage_Cost_Proportion,Lifetime_Value_per_Month,Monthly_Charges_18.25-35.5,Monthly_Charges_35.51-70.35,Monthly_Charges_70.36-89.85,Monthly_Charges_89.86-118.75,Lifetime_Value_43-85.918,Lifetime_Value_85.919-137.263,Lifetime_Value_137.264-460.95,Lifetime_Value_460.951-5996,Customer ID
1,0,76,0,1,0,0,0,854,92117,32.825086,-117.199424,0,0,16,1,17.51,1,1,7,0,0,0,0,1,0,0,1,1,84.75,1350.15,0.0,0,280.16,1630.3100000000002,2,5136,0,16,84.75,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,32.825086,-117.199424,0,0.2105263157894736,7,0.0627708032440839,112,4,1,1,1.3333333333333333,1,0,1017,0,1,0,0.0,0.0,321,0,0,1,0,0,0,1,0,4514-GFCFI
1,1,57,0,0,1,1,2,225,95311,37.722127,-120.110174,1,4,42,1,9.33,0,0,0,0,0,0,0,0,0,0,0,0,20.25,854.9,0.0,0,391.86,1246.76,4,4439,1,42,20.25,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,37.722127,-120.110174,0,0.7368421052631579,0,0.0236869809334425,0,1,0,0,3.5,1,0,243,0,1,0,0.0,0.0,105,1,0,0,0,0,1,0,0,4518-FZBSX
1,1,52,0,0,0,0,0,840,95825,38.590035,-121.412455,0,0,56,1,47.82,1,0,0,0,0,0,0,0,0,0,0,1,25.95,1444.05,0.0,0,2677.92,4121.97,3,4246,0,56,25.95,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,38.590035,-121.412455,0,1.0769230769230769,0,0.0179702918874,0,2,0,0,4.666666666666667,1,0,311,0,1,0,0.0,0.0,75,1,0,0,0,1,0,0,0,4521-WFJAI
1,0,23,1,0,1,0,0,23,92805,33.830209,-117.906099,1,8,18,1,18.55,1,1,59,0,0,0,1,1,0,1,1,1,88.85,1594.75,21.58,0,333.90000000000003,1907.07,5,3127,1,18,88.85,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,33.830209,-117.906099,0,0.782608695652174,118,0.0557140617651669,1062,6,2,1,1.5,1,0,1066,0,1,0,0.0135319015519673,0.0,173,0,0,1,0,0,0,1,0,4521-YEEHE
1,0,21,1,0,1,0,0,863,95129,37.305622,-122.000887,1,4,59,1,9.23,1,1,48,0,1,0,0,1,1,1,1,0,101.1,6039.9,0.0,0,544.57,6584.469999999999,2,4160,1,59,101.1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,37.305622,-122.000887,0,2.8095238095238093,144,0.0167386877266179,2832,5,3,1,4.916666666666667,1,0,1213,0,0,1,0.0,0.0,70,0,0,0,1,1,0,0,0,4523-WXCEF
1,1,39,0,0,0,0,0,304,91436,34.152875,-118.486056,0,0,26,0,0.0,0,1,6,1,1,0,0,0,1,1,1,1,44.65,1156.55,0.0,0,0.0,1156.55,4,4512,0,26,44.65,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,34.152875,-118.486056,0,0.6666666666666666,12,0.0386061994725692,156,5,2,0,2.1666666666666665,1,0,535,0,1,0,0.0,0.0,173,0,1,0,0,0,0,1,0,4524-QCSSM
1,1,58,0,0,0,1,1,1037,95385,37.609095,-121.263381,0,0,54,1,20.93,0,1,11,1,1,0,1,1,1,1,0,1,105.85,5826.65,0.0,10,1130.22,6966.87,4,5915,0,54,105.85,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,37.609095,-121.263381,0,0.9310344827586208,33,0.0181665279362927,594,7,3,1,4.5,1,0,1270,0,0,1,0.0,0.0017162520487758,109,0,0,0,1,0,1,0,0,4525-VZCZG
1,1,27,1,0,0,0,0,822,95471,38.522328,-122.97932,0,0,40,1,27.47,1,0,0,0,0,0,0,0,0,0,0,1,24.6,973.95,0.0,0,1098.8,2072.75,5,2601,0,40,24.6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,38.522328,-122.97932,0,1.4814814814814814,0,0.0252579701216694,0,2,0,0,3.3333333333333335,1,0,295,0,1,0,0.0,0.0,65,1,0,0,0,1,0,0,0,4526-EXKKN
1,1,32,0,0,1,1,1,591,90270,33.988572,-118.186565,0,0,8,1,37.28,1,1,14,1,1,0,1,0,1,1,1,1,76.15,645.8,0.0,0,298.24,944.04,4,4457,1,8,76.15,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,33.988572,-118.186565,0,0.25,28,0.1179157633942397,112,7,2,1,0.6666666666666666,1,0,913,0,1,0,0.0,0.0,557,0,0,1,0,0,0,0,1,4526-RMTLL
1,0,72,0,1,1,0,0,873,94403,37.538309,-122.305109,1,1,25,1,19.44,0,1,4,0,1,1,0,0,1,1,1,0,88.4,2191.15,0.0,0,486.00000000000006,2677.15,3,4849,1,25,88.4,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,37.538309,-122.305109,0,0.3472222222222222,8,0.0403441115396024,100,5,2,1,2.0833333333333335,1,0,1060,0,1,0,0.0,0.0,193,0,0,1,0,0,0,1,0,4526-ZJJTM
1,0,51,0,0,0,0,0,1036,93001,34.360261,-119.306383,0,0,2,1,49.79,0,1,22,0,0,0,0,1,0,0,0,1,80.2,146.05,0.0,10,99.58,255.63,2,4381,0,2,80.2,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,34.360261,-119.306383,0,0.0392156862745098,22,0.5491270112975009,44,3,1,1,0.1666666666666666,1,0,962,1,0,0,0.0,0.0684697021567956,2190,0,0,1,0,0,0,0,1,4529-CKBCL
1,0,31,0,0,1,1,3,48,95603,38.912881,-121.082766,1,4,42,1,34.66,0,0,0,0,0,0,0,0,0,0,0,1,19.05,761.85,0.0,0,1455.7199999999998,2217.5699999999997,4,5091,1,42,19.05,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,38.912881,-121.082766,0,1.3548387096774193,0,0.0250049222287851,0,2,0,0,3.5,1,0,228,0,1,0,0.0,0.0,121,1,0,0,0,0,1,0,0,4530-NDRKU
1,0,56,0,0,1,1,2,228,91723,34.084747,-117.886844,1,1,58,1,29.5,1,0,0,0,0,0,0,0,0,0,0,0,25.15,1509.9,0.0,0,1711.0,3220.9,4,6444,1,58,25.15,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,34.084747,-117.886844,0,1.0357142857142858,0,0.0166567322339227,0,1,0,0,4.833333333333333,1,0,301,0,1,0,0.0,0.0,111,1,0,0,0,0,1,0,0,4534-WGCIR
1,1,44,0,0,1,0,0,554,90058,34.001617,-118.222274,1,1,12,1,44.6,0,1,20,0,1,0,0,0,1,1,1,1,85.05,999.8,0.0,0,535.2,1535.0,3,2540,1,12,85.05,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,34.001617,-118.222274,0,0.2727272727272727,40,0.0850670134026805,240,5,2,1,1.0,1,0,1020,0,1,0,0.0,0.0,211,0,0,1,0,0,0,1,0,4536-PLEQY
1,0,59,0,0,1,1,3,43,93203,35.116307,-118.817644,1,10,9,1,12.55,0,0,0,0,0,0,0,0,0,0,0,0,20.25,172.35,0.0,0,112.95,285.3,5,4272,1,9,20.25,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,35.116307,-118.817644,0,0.1525423728813559,0,0.1174934725848564,0,1,0,0,0.75,1,0,243,1,0,0,0.0,0.0,474,1,0,0,0,0,0,0,1,4537-CIBHB
1,0,26,1,0,0,0,0,243,93522,36.319181,-117.593053,0,0,2,1,41.9,0,1,71,0,0,0,0,0,0,0,0,0,45.55,84.4,0.0,10,83.8,178.2,5,4372,0,2,45.55,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,36.319181,-117.593053,0,0.0769230769230769,0,0.539691943127962,142,1,0,1,0.1666666666666666,1,0,546,1,0,0,0.0,0.1184834123222748,2186,0,1,0,0,0,0,0,1,4537-DKTAL
1,0,39,0,0,1,0,0,452,95641,38.154823,-121.601358,0,0,46,1,4.6,1,0,0,0,0,0,0,0,0,0,0,0,24.95,1165.9,0.0,0,211.6,1377.5,3,3979,1,46,24.95,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,38.154823,-121.601358,0,1.1794871794871795,0,0.0213997769963118,0,1,0,0,3.8333333333333335,1,0,299,0,1,0,0.0,0.0,86,1,0,0,0,0,1,0,0,4538-WNTMJ
1,1,53,0,0,0,0,0,410,94541,37.674002,-122.076796,0,0,7,1,9.14,0,0,0,0,0,0,0,0,0,0,0,0,19.25,112.3,0.0,0,63.98,176.28,3,4489,0,7,19.25,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,37.674002,-122.076796,0,0.1320754716981132,0,0.1714158504007124,0,1,0,0,0.5833333333333334,1,0,231,1,0,0,0.0,0.0,641,1,0,0,0,0,0,0,1,4541-RMRLG
1,0,35,0,0,0,0,0,556,95032,37.233034,-121.947427,0,0,16,1,13.04,1,1,16,0,0,0,0,0,0,0,1,1,74.75,1129.35,39.99,0,208.64,1298.0,5,3574,0,16,74.75,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,37.233034,-121.947427,0,0.4571428571428571,0,0.0661885155177757,256,3,0,1,1.3333333333333333,1,0,897,0,1,0,0.0354097489706468,0.0,223,0,0,1,0,0,0,1,0,4546-FOKWR
1,1,24,1,0,1,0,0,334,92339,34.067699,-116.903891,1,5,55,1,36.17,0,1,69,1,0,0,0,0,1,1,0,0,59.45,3157.0,0.0,40,1989.35,5186.35,4,5712,1,55,59.45,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,34.067699,-116.903891,0,2.2916666666666665,138,0.0188311688311688,3795,4,2,1,4.583333333333333,1,0,713,0,1,0,0.0,0.0126702565726955,103,0,1,0,0,0,1,0,0,4547-FZJWE
1,0,60,0,0,0,0,0,295,95431,38.348884,-122.51699,0,0,10,1,49.7,1,1,10,0,1,0,0,0,0,0,1,1,80.05,830.7,0.0,0,497.0,1327.7,1,3740,0,10,80.05,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,38.348884,-122.51699,0,0.1666666666666666,0,0.0963645118574696,100,3,0,1,0.8333333333333334,1,0,960,0,1,0,0.0,0.0,374,0,0,1,0,0,0,1,0,4547-KQRTM
1,0,35,0,0,0,0,0,676,91601,34.1692,-118.372498,0,0,16,1,46.99,1,1,17,0,0,0,0,0,0,0,1,0,72.65,1194.3,0.0,0,751.84,1946.14,1,2850,0,16,72.65,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,34.1692,-118.372498,0,0.4571428571428571,0,0.0608306120740182,272,2,0,1,1.3333333333333333,1,0,871,0,1,0,0.0,0.0,178,0,0,1,0,0,0,1,0,4547-LYTDD
1,0,26,1,0,0,0,0,855,91773,34.102119,-117.815532,0,0,5,1,34.49,1,1,46,0,0,0,0,1,0,1,1,1,85.2,474.8,0.0,0,172.45000000000002,647.25,3,4109,0,5,85.2,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,34.102119,-117.815532,0,0.1923076923076923,92,0.1794439764111204,230,5,2,1,0.4166666666666667,1,0,1022,0,1,0,0.0,0.0,821,0,0,1,0,0,0,0,1,4548-SDBKE
1,0,35,0,0,0,0,0,1002,90505,33.807882,-118.347957,0,0,52,1,33.84,0,1,5,1,0,1,1,0,0,0,1,0,57.95,3042.25,0.0,0,1759.6800000000003,4801.93,3,6078,0,52,57.95,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,33.807882,-118.347957,0,1.4857142857142858,0,0.0190484016763908,260,5,0,1,4.333333333333333,1,0,695,0,1,0,0.0,0.0,116,0,1,0,0,0,1,0,0,4549-ZDQYY
1,0,52,0,0,0,0,0,857,94115,37.786031,-122.437301,0,0,1,1,49.24,0,1,8,0,0,0,0,0,0,0,1,1,69.65,69.65,0.0,0,49.24,118.89,2,2418,0,1,69.65,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,37.786031,-122.437301,0,0.0192307692307692,0,1.0,8,3,0,1,0.0833333333333333,1,0,835,1,0,0,0.0,0.0,2418,0,1,0,0,0,0,0,1,4550-EVXNY
1,1,69,0,1,1,0,0,939,95372,37.990574,-120.261821,1,1,70,1,17.45,1,1,20,0,1,1,0,1,1,0,1,1,102.95,7101.5,15.24,0,1221.5,8307.76,1,5005,1,70,102.95,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,37.990574,-120.261821,0,1.0144927536231885,40,0.0144969372667746,1400,6,2,1,5.833333333333333,1,0,1235,0,0,1,0.002146025487573,0.0,71,0,0,0,1,1,0,0,0,4550-VBOFE
1,0,30,0,0,1,0,0,240,94015,37.680844,-122.48131,1,10,62,1,15.06,1,1,82,0,0,1,0,1,1,1,1,1,101.35,6164.7,0.0,0,933.72,7098.42,5,5049,1,62,101.35,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,37.680844,-122.48131,0,2.066666666666667,246,0.0164403782828037,5084,7,3,1,5.166666666666667,1,0,1216,0,0,1,0.0,0.0,81,0,0,0,1,1,0,0,0,4553-DVPZG
1,1,75,0,1,1,0,0,966,93067,34.420998,-119.60137,1,3,49,1,22.92,1,1,14,0,1,0,0,0,1,0,1,0,90.05,4547.25,0.0,0,1123.0800000000002,5670.33,2,5059,1,49,90.05,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,34.420998,-119.60137,0,0.6533333333333333,14,0.0198031777447908,686,3,1,1,4.083333333333333,1,0,1080,0,0,1,0.0,0.0,103,0,0,0,1,0,1,0,0,4554-YGZIH
1,0,30,0,0,1,0,0,312,95628,38.652065,-121.25441,1,1,17,1,41.95,0,1,51,1,0,0,1,1,0,0,1,0,91.85,1574.45,0.0,0,713.1500000000001,2287.6000000000004,1,5643,1,17,91.85,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,38.652065,-121.25441,0,0.5666666666666667,51,0.058337832258884,867,5,1,1,1.4166666666666667,1,0,1102,0,1,0,0.0,0.0,331,0,0,0,1,0,0,1,0,4558-FANTW
1,1,37,0,0,1,0,0,44,93422,35.453912,-120.69461,1,8,14,1,45.57,1,1,10,0,1,1,0,0,0,0,1,1,82.65,1185.0,0.0,0,637.98,1822.98,5,4965,1,14,82.65,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,35.453912,-120.69461,0,0.3783783783783784,0,0.0697468354430379,140,4,0,1,1.1666666666666667,1,0,991,0,1,0,0.0,0.0,354,0,0,1,0,0,0,1,0,4559-UWIHT
1,0,55,0,0,0,0,0,854,92128,33.000269,-117.072093,0,0,47,1,26.35,0,1,5,1,1,0,1,0,0,0,1,1,58.9,2813.05,0.0,0,1238.45,4051.5,4,5774,0,47,58.9,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,33.000269,-117.072093,0,0.8545454545454545,0,0.0209381276550363,235,5,0,1,3.9166666666666665,1,0,706,0,1,0,0.0,0.0,122,0,1,0,0,0,1,0,0,4565-EVZMJ
1,0,33,0,0,1,0,0,480,95549,40.664483,-123.865325,1,5,71,1,43.37,1,0,0,0,0,0,0,0,0,0,0,1,24.65,1710.15,0.0,0,3079.27,4789.42,4,4015,1,71,24.65,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,40.664483,-123.865325,0,2.1515151515151514,0,0.0144139402976347,0,2,0,0,5.916666666666667,1,0,295,0,1,0,0.0,0.0,56,1,0,0,0,1,0,0,0,4565-NLZBV
1,1,43,0,0,1,0,0,834,91770,34.065108,-118.082791,1,1,47,1,37.74,1,1,7,0,0,1,1,1,1,1,1,1,107.35,5118.95,0.0,0,1773.7800000000002,6892.73,2,3620,1,47,107.35,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,34.065108,-118.082791,0,1.0930232558139534,21,0.0209710975883726,329,8,3,1,3.9166666666666665,1,0,1288,0,0,1,0.0,0.0,77,0,0,0,1,1,0,0,0,4566-GOLUK
1,1,40,0,0,0,0,0,729,90274,33.788208,-118.404955,0,0,5,1,39.13,1,1,20,0,1,1,0,0,1,1,1,0,96.55,500.1,0.0,0,195.65,695.75,3,3787,0,5,96.55,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,33.788208,-118.404955,0,0.125,40,0.1930613877224554,100,5,2,1,0.4166666666666667,1,0,1158,0,1,0,0.0,0.0,757,0,0,0,1,0,0,0,1,4566-NECEV
1,1,56,0,0,0,0,0,353,92831,33.879983,-117.895482,0,0,52,1,46.24,0,1,10,1,1,0,0,1,0,0,0,1,63.25,3342.45,0.0,130,2404.48,5876.93,4,6471,0,52,63.25,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,33.879983,-117.895482,0,0.9285714285714286,10,0.0189232449251297,520,4,1,1,4.333333333333333,1,0,759,0,1,0,0.0,0.038893625933073,124,0,1,0,0,0,1,0,0,4568-KNYWR
1,1,36,0,0,0,0,0,48,95602,38.99003,-121.114408,0,0,9,1,13.72,0,0,0,0,0,0,0,0,0,0,0,0,20.4,181.8,0.0,0,123.48,305.28000000000003,5,5380,0,9,20.4,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,38.99003,-121.114408,0,0.25,0,0.1122112211221122,0,1,0,0,0.75,1,0,244,1,0,0,0.0,0.0,597,1,0,0,0,0,0,0,1,4568-TTZRT
1,0,48,0,0,0,0,0,883,92704,33.719869,-117.907063,0,0,9,1,40.73,0,1,29,0,0,0,0,0,0,0,1,1,43.75,405.7,5.9,0,366.57,766.37,3,5644,0,9,43.75,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,33.719869,-117.907063,0,0.1875,0,0.1078383041656396,261,3,0,1,0.75,1,0,525,0,1,0,0.0145427655903376,0.0,627,0,1,0,0,0,0,0,1,4570-QHXHL
1,1,44,0,0,0,1,3,554,90032,34.078821,-118.177576,0,0,12,1,17.23,0,0,0,0,0,0,0,0,0,0,0,0,19.35,212.3,0.0,0,206.76,419.06,5,2558,0,12,19.35,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,34.078821,-118.177576,0,0.2727272727272727,0,0.0911446066886481,0,1,0,0,1.0,1,0,232,1,0,0,0.0,0.0,213,1,0,0,0,0,0,1,0,4573-JKNAE
1,1,22,1,0,0,0,0,854,92121,32.898613,-117.202937,0,0,22,1,33.53,0,1,59,0,1,0,1,0,0,0,1,1,55.15,1193.05,0.0,0,737.6600000000001,1930.71,3,5866,0,22,55.15,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,32.898613,-117.202937,0,1.0,0,0.0462260592598801,1298,4,0,1,1.8333333333333333,1,0,661,0,1,0,0.0,0.0,266,0,1,0,0,0,0,1,0,4576-CSAJH
1,0,57,0,0,1,0,0,50,93204,35.916943,-120.129921,1,3,43,1,37.25,0,1,20,0,0,0,0,1,0,0,1,0,56.15,2499.3,0.0,0,1601.75,4101.05,2,2152,1,43,56.15,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,35.916943,-120.129921,0,0.7543859649122807,20,0.0224662905613571,860,3,1,1,3.5833333333333335,1,0,673,0,1,0,0.0,0.0,50,0,1,0,0,1,0,0,0,4580-TMHJU
1,0,47,0,0,0,0,0,875,94806,37.980269,-122.342635,0,0,13,0,0.0,0,1,27,0,0,1,0,1,1,1,1,0,49.15,649.4,0.0,0,0.0,649.4,3,3000,0,13,49.15,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,37.980269,-122.342635,0,0.2765957446808511,81,0.075685247921158,351,5,3,0,1.0833333333333333,1,0,589,0,1,0,0.0,0.0,230,0,1,0,0,0,0,1,0,4581-LNWUM
1,0,63,0,0,0,0,0,648,94040,37.380662,-122.086022,0,0,3,1,5.2,1,1,23,0,0,0,0,0,0,0,0,1,75.8,246.3,0.0,10,15.6,271.90000000000003,1,5475,0,3,75.8,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,37.380662,-122.086022,0,0.0476190476190476,0,0.3077547706049532,69,2,0,1,0.25,1,0,909,1,0,0,0.0,0.0406008932196508,1825,0,0,1,0,0,0,0,1,4581-SSPWD
1,1,79,0,1,1,0,0,784,96122,39.786755,-120.445626,1,5,45,1,44.91,1,0,0,0,0,0,0,0,0,0,0,0,24.7,1174.35,0.0,0,2020.95,3195.2999999999997,4,5644,1,45,24.7,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,39.786755,-120.445626,0,0.569620253164557,0,0.0210329118235619,0,1,0,0,3.75,1,0,296,0,1,0,0.0,0.0,125,1,0,0,0,0,1,0,0,4584-LBNMK
1,0,25,1,0,1,0,0,437,90255,33.97803,-118.217141,1,5,4,1,48.48,0,1,58,0,0,1,0,0,0,1,1,1,73.75,325.45,0.0,0,193.92,519.37,1,5026,1,4,73.75,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,33.97803,-118.217141,0,0.16,58,0.2266093101858964,232,5,1,1,0.3333333333333333,1,0,885,1,0,0,0.0,0.0,1256,0,0,1,0,0,0,0,1,4585-HETAI
1,0,23,1,0,1,0,0,346,93222,34.907911,-119.234281,1,1,6,1,27.44,1,1,58,0,1,1,0,1,1,1,1,1,105.3,545.2,0.0,0,164.64,709.84,1,4163,1,6,105.3,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,34.907911,-119.234281,0,0.2608695652173913,174,0.1931401320616287,348,7,3,1,0.5,1,0,1263,0,1,0,0.0,0.0,693,0,0,0,1,0,0,0,1,4587-VVTOX
1,0,24,1,0,0,0,0,348,94539,37.516791,-121.899117,0,0,1,1,5.36,0,0,0,0,0,0,0,0,0,0,0,1,19.6,19.6,0.0,0,5.36,24.96,2,4205,0,1,19.6,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,37.516791,-121.899117,0,0.0416666666666666,0,1.0,0,2,0,0,0.0833333333333333,1,0,235,1,0,0,0.0,0.0,4205,1,0,0,0,0,0,0,1,4588-YBNIB
1,0,46,0,0,1,1,2,427,96141,39.117018,-120.212535,1,1,3,0,0.0,0,1,15,1,0,0,0,0,0,0,1,0,29.7,91.7,0.0,0,0.0,91.7,1,2613,1,3,29.7,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,39.117018,-120.212535,0,0.0652173913043478,0,0.3238822246455834,45,2,0,0,0.25,1,0,356,1,0,0,0.0,0.0,871,1,0,0,0,0,0,0,1,4592-IWTJI
1,1,57,0,0,0,0,0,368,91206,34.162515,-118.203869,0,0,56,1,2.58,1,0,0,0,0,0,0,0,0,0,0,0,24.9,1334.0,0.0,0,144.48000000000002,1478.48,3,5327,0,56,24.9,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,34.162515,-118.203869,0,0.9824561403508772,0,0.0186656671664167,0,1,0,0,4.666666666666667,1,0,298,0,1,0,0.0,0.0,95,1,0,0,0,0,1,0,0,4597-ELFTS
1,1,65,0,1,0,0,0,690,94601,37.776523,-122.219268,0,0,24,1,28.98,1,1,30,0,1,0,0,1,1,1,1,1,101.25,2440.15,0.0,0,695.52,3135.67,3,4287,0,24,101.25,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,37.776523,-122.219268,0,0.3692307692307692,90,0.0414933508185972,720,6,3,1,2.0,1,0,1215,0,1,0,0.0,0.0,178,0,0,0,1,0,0,1,0,4597-NUCQV
1,0,78,0,1,1,1,1,448,90303,33.936291,-118.332639,1,1,25,1,19.76,0,1,12,0,1,1,0,1,1,0,1,1,98.5,2514.5,13.43,0,494.00000000000006,2995.07,2,5337,1,25,98.5,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,33.936291,-118.332639,1,0.3205128205128205,24,0.039172797772917,300,6,2,1,2.0833333333333335,1,0,1182,0,1,0,0.0053410220719825,0.0,213,0,0,0,1,0,0,1,0,4598-XLKNJ
1,0,34,0,0,0,0,0,431,95449,38.93706,-123.118111,0,0,53,0,0.0,0,1,25,1,1,1,1,1,0,0,1,1,53.6,2879.2,0.0,0,0.0,2879.2,3,5183,0,53,53.6,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,38.93706,-123.118111,0,1.5588235294117647,25,0.018616282300639,1325,6,1,0,4.416666666666667,1,0,643,0,1,0,0.0,0.0,97,0,1,0,0,0,1,0,0,4598-ZADCK
1,1,51,0,0,0,0,0,367,95232,38.358464,-120.579304,0,0,1,1,12.13,0,1,19,0,0,0,0,0,0,0,1,1,69.85,69.85,0.0,0,12.13,81.97999999999999,1,4548,0,1,69.85,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,38.358464,-120.579304,0,0.0196078431372549,0,1.0,19,3,0,1,0.0833333333333333,1,0,838,1,0,0,0.0,0.0,4548,0,1,0,0,0,0,0,1,4603-JANFB
