Unnamed: 0_demographics,Customer ID,Count_demographics,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Unnamed: 0_location,Location ID,Count_location,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Unnamed: 0,Service ID,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Unnamed: 0_status,Status ID,Count_status,Quarter_status,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Unnamed: 0_customerc,LoyaltyID,Senior Citizen_customerc,Partner,Dependents_customerc,Tenure,Phone Service_customerc,Multiple Lines_customerc,Internet Service_customerc,Online Security_customerc,Online Backup_customerc,Device Protection,Tech Support,Streaming TV_customerc,Streaming Movies_customerc,Contract_customerc,Paperless Billing_customerc,Payment Method_customerc,Monthly Charges,Total Charges_customerc,Churn
5520,3680-CTHUH,1,Male,22,Yes,No,No,No,0,5520,KZWRWY7163,1,United States,California,Kneeland,95549,"40.664483, -123.865325",40.664483,-123.865325,5520,DQGXJUONS5587,1,Q3,No,0,60,,Yes,44.24,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,116.6,7049.5,0.0,0,2654.4,9703.9,5520,SHWWCK9334,1,Q3,3,Stayed,No,0,74,5680,,,4627,750050,No,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),116.6,7049.5,No
5722,3682-YEUWS,1,Male,27,Yes,No,Yes,Yes,1,5722,NPFOQM9885,1,United States,California,Tulelake,96134,"41.813521, -121.492666",41.813521,-121.492666,5722,YKRTYMXUJ7891,1,Q3,Yes,4,10,,Yes,4.16,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24.4,253.9,0.0,0,41.6,295.5,5722,QEFXZN9492,1,Q3,5,Stayed,No,0,54,4458,,,4944,465070,No,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.4,253.9,No
1970,3683-QKIUE,1,Female,51,No,No,No,No,0,1970,SERVSM9394,1,United States,California,San Francisco,94107,"37.768881, -122.395521",37.768881,-122.395521,1970,EQNLCWLOD4953,1,Q3,No,0,6,Offer E,Yes,21.91,No,Yes,DSL,12,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.8,288.05,0.0,0,131.46,419.51,1970,SZAZIR2773,1,Q3,2,Churned,Yes,1,88,4713,Competitor,Competitor offered higher download speeds,4213,894878,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.8,288.05,Yes
2410,3685-YLCMQ,1,Male,34,No,No,No,No,0,2410,SFTULO9916,1,United States,California,Dobbins,95935,"39.381174, -121.21191",39.381174,-121.21191,2410,BDYVQGISK3623,1,Q3,No,0,58,Offer B,Yes,41.14,Yes,Yes,Fiber Optic,25,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,104.65,6219.6,0.0,40,2386.12,8645.720000000001,2410,RWWEZP1781,1,Q3,2,Churned,Yes,1,66,5411,Dissatisfaction,Service dissatisfaction,6448,551713,No,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.65,6219.6,Yes
5673,3688-FTHLT,1,Female,56,No,No,No,No,0,5673,LTWZPF1284,1,United States,California,Flournoy,96029,"39.84784, -122.544556",39.84784,-122.544556,5673,YJSRXVDPC1884,1,Q3,No,0,16,,Yes,42.73,Yes,Yes,DSL,23,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,63.05,1067.05,0.0,10,683.68,1760.73,5673,UHJJUG7843,1,Q3,3,Stayed,No,0,73,3214,,,4866,873761,No,No,No,16,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.05,1067.05,No
3939,3689-MOZGR,1,Female,30,No,No,No,No,0,3939,MGFPES3847,1,United States,California,Irvine,92618,"33.667145, -117.732135",33.667145,-117.732135,3939,AJJSDOEBC2181,1,Q3,No,0,29,,No,0.0,No,Yes,Cable,59,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,31.2,926.2,0.0,0,0.0,926.2,3939,LLPHJJ6534,1,Q3,5,Stayed,No,0,39,4761,,,2188,981920,No,No,No,29,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,31.2,926.2,No
840,3692-JHONH,1,Female,70,No,Yes,Yes,No,0,840,UCPAAB1782,1,United States,California,Kettleman City,93239,"35.996923, -120.000951",35.996923,-120.000951,840,PIJNHLPHC8417,1,Q3,Yes,9,52,,Yes,27.74,Yes,Yes,Fiber Optic,18,No,Yes,Yes,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,106.5,5621.85,0.0,90,1442.48,7154.33,840,QGMTDJ9315,1,Q3,5,Stayed,No,0,57,4499,,,3965,680569,Yes,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.5,5621.85,No
4089,3694-DELSO,1,Male,56,No,No,Yes,Yes,3,4089,SDPTIE9687,1,United States,California,Olancha,93549,"36.296851, -117.865469",36.296851,-117.865469,4089,XZEFPPPJZ8763,1,Q3,Yes,3,4,,No,0.0,No,Yes,DSL,53,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,38.55,156.1,0.0,0,0.0,156.1,4089,MJEZKM7176,1,Q3,4,Stayed,No,0,40,3824,,,2420,649418,No,Yes,Yes,4,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),38.55,156.1,No
4603,3694-GLTJM,1,Female,62,No,No,No,No,0,4603,BORGFM4448,1,United States,California,Corning,96021,"39.913777, -122.289984",39.913777,-122.289984,4603,LIGHERIKY1681,1,Q3,No,0,5,,Yes,41.93,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.65,92.05,0.0,0,209.65,301.7,4603,UPCUQZ5769,1,Q3,3,Stayed,No,0,42,2878,,,3207,289831,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,92.05,No
4596,3696-DFHHB,1,Female,50,No,No,No,No,0,4596,ZPNXZZ9391,1,United States,California,Big Bend,96011,"41.096569, -121.879082",41.096569,-121.879082,4596,LZZZEJBOE9762,1,Q3,No,0,68,,Yes,9.82,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.5,1821.8,16.85,0,667.76,2472.71,4596,VOQBGI7185,1,Q3,5,Stayed,No,0,37,5182,,,3199,515293,No,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.5,1821.8,No
3255,3696-XRIEN,1,Female,59,No,No,No,No,0,3255,AHXOHK3937,1,United States,California,San Jose,95124,"37.257063, -121.923037",37.257063,-121.923037,3255,LTPIBBNPH8633,1,Q3,No,0,50,Offer B,Yes,21.25,Yes,Yes,DSL,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,82.5,4179.1,21.35,0,1062.5,5220.25,3255,VNUKMK5787,1,Q3,4,Stayed,No,0,71,5258,,,1121,332285,No,No,No,50,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.5,4179.1,No
2894,3701-SFMUH,1,Male,63,No,No,Yes,Yes,3,2894,DGVEYQ1259,1,United States,California,Trabuco Canyon,92679,"33.631119, -117.567346",33.631119,-117.567346,2894,EBZLSWXON6542,1,Q3,Yes,6,7,Offer E,Yes,5.17,No,Yes,Cable,51,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,69.7,516.15,0.0,0,36.19,552.3399999999999,2894,YVAQWZ8895,1,Q3,3,Stayed,No,0,50,4326,,,562,545659,No,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.7,516.15,No
940,3703-KBKZP,1,Male,70,No,Yes,No,No,0,940,IEPJJO9375,1,United States,California,Standish,96128,"40.346634, -120.386422",40.346634,-120.386422,940,YEUOXAYYK3982,1,Q3,No,0,16,Offer D,Yes,22.02,Yes,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.45,1261.35,0.0,0,352.32,1613.6699999999998,940,RDEYCQ1789,1,Q3,5,Stayed,No,0,47,5111,,,4940,520321,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.45,1261.35,No
6069,3703-TTEPD,1,Male,28,Yes,No,No,No,0,6069,MZGQXF9765,1,United States,California,Irvine,92614,"33.680302, -117.833296",33.680302,-117.833296,6069,DOTQXELCG2429,1,Q3,No,0,21,,Yes,16.16,No,Yes,DSL,42,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,65.35,1424.4,0.0,0,339.36,1763.7600000000002,6069,SWQNIJ3421,1,Q3,3,Stayed,No,0,45,2887,,,5491,411884,No,No,No,21,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),65.35,1424.4,No
1446,3703-VAVCL,1,Male,51,No,No,Yes,No,0,1446,OHSMKH4265,1,United States,California,Strawberry Valley,95981,"39.58458, -121.093256",39.58458,-121.093256,1446,DJKOTYLUO9144,1,Q3,Yes,1,2,,Yes,46.92,No,Yes,Fiber Optic,7,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,90.0,190.05,0.0,0,93.84,283.89,1446,QYGIYE6712,1,Q3,2,Churned,Yes,1,91,3902,Competitor,Competitor made better offer,1530,850783,No,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90.0,190.05,Yes
6797,3704-IEAXF,1,Female,49,No,No,Yes,Yes,3,6797,FEWQVQ8599,1,United States,California,Los Angeles,90063,"34.044271, -118.185237",34.044271,-118.185237,6797,TICNXCEIK2839,1,Q3,Yes,9,72,,No,0.0,No,Yes,DSL,53,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,53.65,3784.0,0.0,0,0.0,3784.0,6797,RRGMLX2587,1,Q3,3,Stayed,No,0,47,5498,,,6661,308633,No,Yes,Yes,72,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.65,3784,No
2144,3705-PSNGL,1,Male,49,No,No,No,No,0,2144,LHWZVI6373,1,United States,California,Cerritos,90703,"33.8681, -118.067402",33.8681,-118.067402,2144,DBFEQMPRK4724,1,Q3,No,0,45,Offer B,Yes,25.4,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.4,930.45,0.0,0,1143.0,2073.45,2144,ETHNTT7645,1,Q3,3,Churned,Yes,1,87,5398,Price,Long distance charges,5086,925099,No,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,930.45,Yes
6531,3705-RHRFR,1,Female,52,No,No,Yes,No,0,6531,RSWEQD4971,1,United States,California,Ukiah,95482,"39.134075, -123.23422",39.134075,-123.23422,6531,BRMUOLAVY2748,1,Q3,Yes,6,69,,Yes,45.35,Yes,Yes,Fiber Optic,19,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,99.15,6875.35,0.0,0,3129.15,10004.5,6531,TFAMJC5154,1,Q3,3,Stayed,No,0,45,5031,,,6250,610530,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.15,6875.35,No
1638,3707-GNWHM,1,Male,28,Yes,No,No,No,0,1638,ZRNGRC8892,1,United States,California,Carmel Valley,93924,"36.414611, -121.6386",36.414611,-121.6386,1638,SGOWQHZCW3225,1,Q3,No,0,1,,Yes,21.8,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.25,74.25,0.0,0,21.8,96.05,1638,CXHJDJ5528,1,Q3,1,Churned,Yes,1,93,4750,Other,Don't know,2510,362992,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.25,74.25,Yes
1993,3707-LRWZD,1,Female,44,No,No,No,No,0,1993,ZFYBQI5392,1,United States,California,Oakland,94611,"37.828416, -122.216005",37.828416,-122.216005,1993,RHNCLSBPZ6446,1,Q3,No,0,32,,Yes,40.26,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,84.05,2781.85,0.0,0,1288.32,4070.17,1993,RQVUYL4925,1,Q3,2,Churned,Yes,1,68,3553,Other,Moved,4323,730792,No,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.05,2781.85,Yes
5478,3709-OIJEA,1,Male,51,No,No,No,No,0,5478,XOREEU5953,1,United States,California,Geyserville,95441,"38.731771, -123.064272",38.731771,-123.064272,5478,JZMMLZBUE2972,1,Q3,No,0,26,,Yes,29.72,No,Yes,Fiber Optic,11,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.2,2184.6,0.0,0,772.72,2957.3199999999997,5478,EUDMKJ5324,1,Q3,5,Stayed,No,0,52,5156,,,4568,715163,No,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,85.2,2184.6,No
2655,3712-PKXZA,1,Male,22,Yes,No,Yes,No,0,2655,DRKDTT3772,1,United States,California,Glendale,91201,"34.17051, -118.289463",34.17051,-118.289463,2655,EQARRROVA7527,1,Q3,Yes,3,61,,Yes,19.27,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.55,1252.0,0.0,0,1175.47,2427.4700000000003,2655,OLQUGJ9976,1,Q3,4,Stayed,No,0,42,5110,,,179,429119,No,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252,No
293,3714-JTVOV,1,Female,76,No,Yes,Yes,No,0,293,AONDEA1492,1,United States,California,Crows Landing,95313,"37.435664, -121.049056",37.435664,-121.049056,293,GDSTJLQCC7362,1,Q3,Yes,1,42,Offer B,Yes,2.9,No,Yes,Fiber Optic,21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.15,3229.4,0.0,0,121.8,3351.2000000000003,293,ZAEQZB1776,1,Q3,1,Churned,Yes,1,94,2322,Attitude,Attitude of support person,4488,877429,Yes,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.15,3229.4,Yes
2563,3714-NTNFO,1,Female,49,No,No,No,No,0,2563,RTTXIP8116,1,United States,California,Los Angeles,90048,"34.072945, -118.37267",34.072945,-118.37267,2563,MHBNEASLH1725,1,Q3,No,0,49,Offer B,Yes,27.2,Yes,Yes,Fiber Optic,24,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,3906.7,0.0,0,1332.8,5239.5,2563,VZCJVK3823,1,Q3,5,Stayed,No,0,71,6434,,,45,442160,No,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.7,No
5375,3714-XPXBW,1,Female,43,No,No,No,No,0,5375,HPVJBI8487,1,United States,California,Santa Cruz,95062,"36.974575, -121.991149",36.974575,-121.991149,5375,CBVLNZHSE7863,1,Q3,No,0,37,,Yes,42.41,Yes,Yes,DSL,4,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,78.9,2976.95,0.0,30,1569.1699999999998,4576.12,5375,PVOJDG4246,1,Q3,4,Stayed,No,0,64,3801,,,4406,276947,No,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.9,2976.95,No
1866,3716-BDVDB,1,Male,62,No,No,No,No,0,1866,OTRPEE7627,1,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542,1866,KBOYLOSJP1889,1,Q3,No,0,1,Offer E,Yes,38.66,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.1,69.1,0.0,0,38.66,107.76,1866,DZRKAA6982,1,Q3,1,Churned,Yes,1,82,5795,Competitor,Competitor made better offer,3682,753581,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,69.1,Yes
5400,3716-LRGXK,1,Male,27,Yes,No,Yes,No,0,5400,TFHUIS6526,1,United States,California,San Jose,95136,"37.270938, -121.851046",37.270938,-121.851046,5400,LOQXIKCFQ5611,1,Q3,No,0,60,,Yes,10.05,Yes,Yes,Fiber Optic,48,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,101.15,6067.4,0.0,0,603.0,6670.4,5400,QVMHUG4843,1,Q3,3,Stayed,No,0,35,5301,,,4437,390652,No,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),101.15,6067.4,No
2891,3716-UVSPD,1,Male,54,No,No,No,No,0,2891,IHZKJP3337,1,United States,California,San Juan Capistrano,92675,"33.521447, -117.602555",33.521447,-117.602555,2891,IIAGSEQQV1926,1,Q3,No,0,1,,Yes,14.97,No,Yes,DSL,5,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.3,49.3,0.0,10,14.97,74.27,2891,MITJNX3126,1,Q3,3,Joined,No,0,45,4209,,,559,206086,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.3,49.3,No
4630,3717-FDJFU,1,Male,19,Yes,No,No,Yes,1,4630,VCUNHD3282,1,United States,California,Montgomery Creek,96065,"40.877552, -121.885884",40.877552,-121.885884,4630,ZNCZUFRZJ7343,1,Q3,No,0,5,Offer E,Yes,29.15,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.45,106.9,0.0,0,145.75,252.65,4630,BYTRTV1285,1,Q3,3,Stayed,No,0,75,3353,,,3242,792514,No,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,No
5633,3717-LNXKW,1,Male,36,No,No,Yes,No,0,5633,SJQCRQ3696,1,United States,California,Glenn,95943,"39.597975, -122.032248",39.597975,-122.032248,5633,SFEVCGGHH7613,1,Q3,Yes,3,38,,Yes,12.71,Yes,Yes,Fiber Optic,9,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.7,3479.05,0.0,0,482.98,3962.03,5633,APKNDW4312,1,Q3,3,Stayed,No,0,36,3676,,,4803,645187,No,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),91.7,3479.05,No
3418,3717-OEAUQ,1,Male,37,No,No,No,No,0,3418,ZGDCCI5695,1,United States,California,Ione,95640,"38.33788, -120.954202",38.33788,-120.954202,3418,MWDYLYDRI7589,1,Q3,No,0,2,Offer E,Yes,2.72,No,Yes,Fiber Optic,14,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,70.7,129.2,0.0,10,5.44,144.64,3418,ISAQPI5383,1,Q3,4,Joined,No,0,38,2388,,,1381,694608,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.7,129.2,No
3170,3717-OFRTN,1,Male,48,No,No,No,No,0,3170,OIVAUC5533,1,United States,California,Dublin,94568,"37.713926, -121.928425",37.713926,-121.928425,3170,WZPTQUJVJ2495,1,Q3,No,0,1,Offer E,Yes,5.32,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,19.75,0.0,0,5.32,25.07,3170,FWHRZA9685,1,Q3,5,Joined,No,0,43,3595,,,987,304942,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.75,19.75,No
1069,3719-TDVQB,1,Female,68,No,Yes,Yes,No,0,1069,GMCAJA7937,1,United States,California,Ripon,95366,"37.750778, -121.13238",37.750778,-121.13238,1069,HBSMYLPWD2873,1,Q3,Yes,3,54,,Yes,23.94,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,18.95,1031.1,0.0,0,1292.76,2323.8599999999997,1069,ZBMTJW9895,1,Q3,4,Stayed,No,0,28,5548,,,6178,575137,Yes,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.95,1031.1,No
5699,3720-DBRWL,1,Male,20,Yes,No,Yes,No,0,5699,KNFMTK3287,1,United States,California,Tehama,96090,"40.021787, -122.127576",40.021787,-122.127576,5699,YTMOYPCDJ9985,1,Q3,Yes,5,51,Offer B,Yes,6.89,No,Yes,Cable,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,83.85,4307.1,0.0,0,351.39,4658.490000000001,5699,EVWVRF6955,1,Q3,3,Stayed,No,0,53,5703,,,4909,189275,No,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.85,4307.1,No
2097,3721-CNEYS,1,Female,45,No,No,No,No,0,2097,WXKYHE9271,1,United States,California,Douglas City,96024,"40.586588, -122.903677",40.586588,-122.903677,2097,BMAAOXLZA2821,1,Q3,No,0,2,,Yes,15.33,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.95,137.95,0.0,0,30.66,168.61,2097,WFYOIS3935,1,Q3,1,Churned,Yes,1,94,5390,Dissatisfaction,Poor expertise of phone support,4862,942102,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.95,137.95,Yes
6366,3721-CNZHX,1,Male,49,No,No,No,No,0,6366,CXYTBF8326,1,United States,California,Berkeley,94704,"37.871416, -122.246597",37.871416,-122.246597,6366,YKHGALPVX1153,1,Q3,No,0,15,,Yes,5.54,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,304.6,0.0,0,83.1,387.7000000000001,6366,PDUZMC8613,1,Q3,4,Stayed,No,0,28,5753,,,5982,611086,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,304.6,No
4582,3721-WKIIL,1,Female,62,No,No,No,No,0,4582,BMNDOK7117,1,United States,California,Smartville,95977,"39.176595, -121.291692",39.176595,-121.291692,4582,GUHVADPGX4552,1,Q3,No,0,27,,Yes,15.41,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,19.6,561.15,13.07,0,416.07,964.15,4582,INKUEB6547,1,Q3,5,Stayed,No,0,21,2896,,,3179,924661,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,561.15,No
1617,3722-WPXTK,1,Male,23,Yes,No,No,No,0,1617,NUATVE2333,1,United States,California,Benton,93512,"37.653947, -118.231443",37.653947,-118.231443,1617,EUGZVAECQ1535,1,Q3,No,0,1,,Yes,14.26,No,Yes,Fiber Optic,46,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.35,88.35,0.0,0,14.26,102.61,1617,QEJUTV2787,1,Q3,1,Churned,Yes,1,72,4254,Competitor,Competitor offered higher download speeds,2397,512876,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.35,88.35,Yes
666,3723-BFBGR,1,Male,74,No,Yes,No,No,0,666,DGWONP8957,1,United States,California,Borrego Springs,92004,"33.200369, -116.192313",33.200369,-116.192313,666,YVWECSCWC1537,1,Q3,No,0,24,,Yes,8.66,Yes,Yes,Cable,27,No,Yes,No,No,No,No,No,No,Two Year,No,Credit Card,54.8,1291.3,0.0,110,207.84,1609.14,666,JMSLFR4963,1,Q3,5,Stayed,No,0,25,4330,,,1966,812894,Yes,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),54.8,1291.3,No
4923,3724-BSCVH,1,Male,37,No,No,Yes,Yes,1,4923,JIJUGT9252,1,United States,California,Mecca,92254,"33.543835, -115.993906",33.543835,-115.993906,4923,ZMPBHTCKP2185,1,Q3,No,0,10,Offer D,Yes,37.59,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.45,242.4,0.0,0,375.9,618.3000000000001,4923,HURJNI3348,1,Q3,4,Stayed,No,0,54,4613,,,3710,204343,No,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45,242.4,No
5196,3724-UCSHY,1,Male,48,No,No,Yes,Yes,3,5196,XFBPJA5892,1,United States,California,Reedley,93654,"36.636638, -119.421842",36.636638,-119.421842,5196,KDKMTIVLA2375,1,Q3,Yes,5,6,Offer E,Yes,36.54,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.55,122.9,0.0,0,219.24,342.14,5196,IBDWUO4961,1,Q3,3,Stayed,No,0,25,3072,,,4126,236140,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,122.9,No
6468,3726-TBHQT,1,Male,25,Yes,No,Yes,Yes,1,6468,WVSZWE3295,1,United States,California,Catheys Valley,95306,"37.394411, -120.127262",37.394411,-120.127262,6468,BCPPFURXU6192,1,Q3,No,0,71,,Yes,25.45,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.0,8175.9,0.0,0,1806.95,9982.85,6468,FCRJAV3637,1,Q3,4,Stayed,No,0,23,5600,,,6135,392895,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.0,8175.9,No
5119,3727-JEZTU,1,Female,29,Yes,No,No,No,0,5119,AUYXRQ4261,1,United States,California,Bakersfield,93312,"35.392599, -119.245341",35.392599,-119.245341,5119,DNGCXDIAL1816,1,Q3,No,0,1,,Yes,45.91,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.4,20.4,0.0,0,45.91,66.31,5119,WVDNMO5584,1,Q3,5,Joined,No,0,21,2152,,,4010,702409,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,No
